,Dist,Year,Yield,Rain,N_TC,P_TC,K_TC,NPK_TC
47,902.0,1986.0,0.9242829397359755,1380.0,105.69989022433643,25.61150674135165,9.381597095167056,140.69299406085514
48,902.0,1987.0,0.5795304072602784,1628.0,121.28023770306496,29.3866873364984,10.764460808061235,161.4313858476246
49,902.0,1988.0,1.1264718460441911,607.0,152.9208838203849,44.06842480399145,15.529579472558803,212.51888809693514
50,902.0,1989.0,0.8551525144270404,1128.2,-0.0027480076944215444,-0.0027480076944215444,-0.0027480076944215444,-0.0027480076944215444
51,902.0,1990.0,0.9047888996868589,948.0,-0.002699492495410863,-0.002699492495410863,-0.002699492495410863,-0.002699492495410863
52,902.0,1991.0,0.7789476695945753,897.0,-0.0028611484649938485,-0.0028611484649938485,-0.0028611484649938485,-0.0028611484649938485
53,902.0,1992.0,0.36579837729527315,650.0,149.35781624675624,24.711756397201327,4.010774233814013,178.08034687777158
54,902.0,1993.0,1.0256138270988677,1266.0,108.71993261161202,24.712195426325152,3.868592643434312,137.3007206813715
55,902.0,1994.0,1.0143715884750917,839.9,112.8860637048297,25.029365024528435,7.64872521246459,145.56415394182272
56,902.0,1995.0,1.1682390488549084,1070.2,114.60035773156105,25.409462350506786,7.764879177918844,147.77469925998668
57,902.0,1996.0,1.38174176292508,1267.6,126.19110601651823,31.54042853363901,9.008611821414926,166.74014637157217
58,902.0,1997.0,1.2129252114647355,1323.5,149.68964887725917,27.895089149881333,8.199963488103206,185.7847015152437
59,902.0,1998.0,0.888401316445597,1111.4,225.60420198796584,48.46913333998205,16.625112197067917,290.6984475250158
60,902.0,1999.0,1.8104265402843602,1260.7,354.50236966824644,97.1563981042654,33.175355450236964,484.8341232227488
61,902.0,2000.0,1.2857142857142858,1120.1,230.2392026578073,53.64451827242525,19.956810631229235,303.8405315614618
62,902.0,2001.0,1.2478134110787171,1284.0,174.84839650145773,46.42857142857143,21.49854227405248,242.77551020408163
63,902.0,2002.0,1.1176470588235294,1118.0,176.39117647058825,46.838235294117645,21.688235294117646,244.91764705882352
64,902.0,2003.0,1.0216231884057971,1051.1,171.21159420289854,11.057971014492754,6.768115942028985,189.0376811594203
65,902.0,2004.0,0.3436992793611634,1223.9,218.86970070765435,18.970330455106147,21.0024021294553,258.8424332922158
66,902.0,2005.0,0.6631597845601436,1008.0,278.54937163375223,49.436265709156196,42.28366247755835,370.2692998204668
67,902.0,2006.0,0.6929813428100012,1232.1,285.6802893768245,55.05457545373778,27.63040995050133,368.36527478106353
68,902.0,2007.0,0.30431354224467744,2624.8,178.75354107648724,41.806606115475596,15.460997050319792,236.02114424228262
69,902.0,2008.0,1.371866557768424,1830.3,340.64836338506,108.6071495884903,62.70339888169882,511.95891185524914
70,902.0,2009.0,0.6614973778192464,981.1,356.25301631221646,103.61957465975998,74.32836781313343,534.2009587851098
71,903.0,1966.0,0.29585245109876845,965.0,3.4200676165177497,0.624849070272881,0.36826853417049027,4.413185220961121
72,903.0,1967.0,0.7524083769633508,1074.0,7.007853403141361,2.0287958115183247,1.036649214659686,10.073298429319372
73,903.0,1968.0,0.7987249544626595,1076.0,8.229609390811577,2.4413074276462257,0.8803885853066181,11.55130540376442
74,903.0,1969.0,0.637830334459548,1151.0,9.37115319137791,2.202666247610068,2.6348183651554438,14.208637804143422
75,903.0,1970.0,0.8994299783231192,1068.0,15.0855032515321,0.789466641689191,0.5726978349880911,16.44766772820938
76,903.0,1971.0,0.7855191858672188,1060.0,15.419181461738402,2.297458037799022,1.0396933785629323,18.756332878100356
77,903.0,1972.0,0.6193970117395945,962.0,14.921291355389542,4.3890074706510145,3.551894343649947,22.862193169690503
78,903.0,1973.0,0.8097429256330422,1493.0,13.096189347808117,4.119251646322982,1.427272476786157,18.642713470917258
79,903.0,1974.0,0.7618610907312301,1616.0,22.184519442406454,3.5888970408412812,2.946930789924187,28.720347273171924
80,903.0,1975.0,0.5253271195554758,1148.0,23.60279620003585,3.566947481627532,1.9501702814124395,29.11991396307582
81,903.0,1976.0,0.8166723724751798,1247.0,16.899789700200518,2.6629823445982295,1.2397906783391206,20.802562723137868
82,903.0,1977.0,0.7477913165644503,1250.0,21.34115040661389,5.171156080296112,2.8368411098803126,29.349147596790317
83,903.0,1978.0,0.8041237113402062,1119.0,21.201030927835053,5.301546391752577,2.554123711340206,29.056701030927837
84,903.0,1979.0,0.9248704663212435,1140.0,22.409326424870468,4.950777202072539,3.339378238341969,30.699481865284973
85,903.0,1980.0,0.8188585607940446,1184.0,20.977667493796528,6.158808933002481,2.823821339950372,29.96029776674938
86,903.0,1981.0,0.6794871794871795,1274.0,21.82051282051282,5.779487179487179,3.5589743589743588,31.15897435897436
87,903.0,1982.0,0.5056149000273898,665.0,32.36099698712682,9.134483703095043,6.087373322377431,47.58285401259929
88,903.0,1983.0,1.2221945688844644,1135.0,44.917316520103974,12.372103312869863,7.402798517781096,64.69221835075494
89,903.0,1984.0,0.9097205113465275,1220.0,45.70638635679286,16.095918534942925,8.485943445293039,70.28824833702882
90,903.0,1985.0,1.0456591036939809,1941.0,43.40193137071067,15.9877179823739,6.101162572660791,65.49081192574536
91,903.0,1986.0,0.9716564833672777,1139.0,67.88866259334691,27.38822616623024,12.571525555232276,107.84841431480943
92,903.0,1987.0,0.5702476916312472,1423.0,82.07533343104207,33.11153451560897,15.19859299428404,130.38546094093508
93,903.0,1988.0,1.0609021159104786,1164.0,98.42567764887036,38.06780470969283,18.849390713356517,155.3428730719197
94,903.0,1989.0,1.0831444441676839,1251.8,-0.002490846140433905,-0.002490846140433905,-0.002490846140433905,-0.002490846140433905
95,903.0,1990.0,1.024015638089919,1196.0,-0.0023270967141394393,-0.0023270967141394393,-0.0023270967141394393,-0.0023270967141394393
96,903.0,1991.0,0.7426513040640611,855.0,-0.002510229183924492,-0.002510229183924492,-0.002510229183924492,-0.002510229183924492
97,903.0,1992.0,0.24934731435908408,670.0,120.50930879520651,36.383479563449605,7.173122191311791,164.0659105499679
98,903.0,1993.0,0.9852404047661817,1112.0,77.85461948386325,16.41219088677325,3.634512903418957,97.90132327405546
99,903.0,1994.0,0.9015303668920257,845.0,83.82506859777659,21.377047325393907,4.692936550592628,109.89505247376312
100,903.0,1995.0,0.7811559393147061,1020.4,90.09455474141862,22.975890061110942,5.043932990787753,118.11437779331732
101,903.0,1996.0,1.4096965428185713,923.5,63.853182289526714,21.780047347929017,7.311537633777465,92.94476727123319
102,903.0,1997.0,1.1497100989413562,1356.2,107.72204113421986,27.374736781377102,11.49219719041163,146.58897510600858
103,903.0,1998.0,0.9256589147286822,1202.3,147.640826873385,41.13178294573643,14.705426356589147,203.4780361757106
104,903.0,1999.0,2.098901098901099,1114.4,253.84615384615384,85.16483516483517,23.626373626373628,362.6373626373626
105,903.0,2000.0,1.075268817204301,687.2,150.98387096774192,50.99731182795699,11.830645161290322,213.81182795698925
106,903.0,2001.0,0.9166666666666666,922.9,154.74107142857142,49.282738095238095,16.392857142857142,220.41666666666666
107,903.0,2002.0,0.7679558011049724,683.0,143.62707182320443,45.74309392265194,15.215469613259668,204.58563535911603
108,903.0,2003.0,0.9593351800554016,822.4,143.94182825484765,16.736842105263158,10.002770083102494,170.6814404432133
109,903.0,2004.0,0.3058222738670418,1072.1,167.16102990642776,30.83909241025014,17.02036572686686,215.02048804354476
110,903.0,2005.0,0.5708762506271582,575.7,179.4085529616622,35.303839683617156,28.666292831213294,243.37868547649265
111,903.0,2006.0,0.8174133280705217,948.4,200.98677718571147,49.58226432471548,24.363528715216106,274.9325702256431
112,903.0,2007.0,0.4013917588428346,1693.0,188.10623556581987,51.0362221952109,20.216968518293424,259.35942627932417
113,903.0,2008.0,1.2767632726340088,947.7,182.56219543472687,61.823544498589385,34.66273403436779,279.04847396768406
114,903.0,2009.0,1.223908145815803,844.4,189.93784099237263,59.84365245243071,44.26589940555359,294.0473928503569
115,904.0,1966.0,0.3243221879693305,1044.0,2.3713540431586435,1.3516718046004268,0.7114062129475931,4.434432060706663
116,904.0,1967.0,0.7512333368321612,1135.0,4.859871942899129,3.0597249921276375,1.1913508974493545,9.110947832476121
117,904.0,1968.0,0.7840722086470852,962.0,4.413304742432554,2.847454246247444,1.401286590535082,8.66204557921508
118,904.0,1969.0,0.5788192621581635,1390.0,4.471913329833437,3.2883119362382476,1.7515391590703002,9.511764425141985
119,904.0,1970.0,0.6844032096288867,1176.0,11.399197592778334,5.105315947843531,1.9157472417251755,18.42026078234704
120,904.0,1971.0,5.542321585473006,1060.0,20.096651371668454,4.925314849165283,2.552962999121351,27.574929219955088
121,904.0,1972.0,0.513180067404911,879.0,14.7869523350987,7.0775156475686085,3.5688493018777083,25.433317284545016
122,904.0,1973.0,0.6447525699258905,1364.0,11.480994501553909,3.986373416208463,3.460435094429835,18.927803012192207
123,904.0,1974.0,0.7634118501608383,1477.0,11.518107294801286,2.023451281519145,2.459271557538653,16.000830133859083
124,904.0,1975.0,0.08403318312167145,1049.0,8.971732896353954,2.176362146661204,1.3979926259729618,12.54608766898812
125,904.0,1976.0,0.9185848055722127,1247.0,8.035425988283592,2.1818349554868766,1.420729738456571,11.63799068222704
126,904.0,1977.0,0.7918503193307547,1385.0,9.566429792210128,2.8155077808761355,1.65062516866061,14.032562741746874
127,904.0,1978.0,0.883495145631068,1169.0,11.029126213592233,3.1699029126213594,1.9466019417475728,16.145631067961165
128,904.0,1979.0,0.8282828282828283,1309.0,11.919191919191919,4.0353535353535355,2.6313131313131315,18.585858585858585
129,904.0,1980.0,0.7616580310880829,1559.0,13.61139896373057,4.538860103626943,3.3989637305699483,21.54922279792746
130,904.0,1981.0,0.7291666666666666,1629.0,17.510416666666668,5.869791666666667,2.7395833333333335,26.119791666666668
131,904.0,1982.0,0.6625687479780006,920.0,20.6858621805241,7.259786476868327,4.393400194111938,32.339048851504366
132,904.0,1983.0,0.9848906143434236,1253.0,28.15696972876554,9.58501652589056,6.148680551912281,43.89066680656838
133,904.0,1984.0,0.7429003347370694,1558.0,25.21865889212828,10.366051182377714,2.618507720548537,38.20321779505453
134,904.0,1985.0,1.0178580213509125,1484.0,29.015595021400106,11.152654105377085,5.982191174300191,46.15044030107738
135,904.0,1986.0,0.9305440103445092,1502.0,37.33259443982636,11.651426988085342,6.728548997875682,55.71257042578738
136,904.0,1987.0,0.6567507671326287,2113.0,145.20968291851347,53.366859870439825,26.34674394817593,224.92328673712925
137,904.0,1988.0,1.0664355062413315,1401.0,100.46463245492373,41.78918169209432,21.366158113730933,163.61997226074897
138,904.0,1989.0,0.8377803557617943,1537.3,-0.006444960041247744,-0.006444960041247744,-0.006444960041247744,-0.006444960041247744
139,904.0,1990.0,0.8724598767315555,1252.0,-0.006102398242509306,-0.006102398242509306,-0.006102398242509306,-0.006102398242509306
140,904.0,1991.0,0.8775217038286177,1091.0,-0.006245706077072012,-0.006245706077072012,-0.006245706077072012,-0.006245706077072012
141,904.0,1992.0,0.5701657458563536,1037.0,166.9097605893186,39.19705340699816,6.806629834254144,212.9134438305709
142,904.0,1993.0,0.9425592417061611,1320.0,146.5781990521327,11.399684044233807,2.5845181674565563,160.56240126382306
143,904.0,1994.0,1.030570009460738,790.8,212.36991485335855,28.89072847682119,7.952932828760643,249.21357615894038
144,904.0,1995.0,0.9278136051591429,1140.6,186.79009777407947,25.410859163719575,6.995007281048471,219.1959642188475
145,904.0,1996.0,1.1224010888440419,809.7,107.92697235650256,21.302858215609895,10.475430609658797,139.70526118177125
146,904.0,1997.0,1.1005052506439468,968.8,130.22587675847038,19.130176342381613,14.052902714483853,163.40895581533584
147,904.0,1998.0,1.0014242915377436,1453.5,101.24257158292814,22.754285152988555,14.601443936938264,138.59830067285495
148,904.0,1999.0,1.2756756756756757,1481.1,151.8918918918919,42.16216216216216,12.972972972972974,207.02702702702703
149,904.0,2000.0,1.3097345132743363,1096.3,135.9203539823009,36.76548672566372,15.539823008849558,188.22566371681415
150,904.0,2001.0,1.0497512437810945,1168.4,119.39800995024876,38.985074626865675,17.587064676616915,175.97014925373134
151,904.0,2002.0,1.1179245283018868,792.2,113.20283018867924,36.9622641509434,16.67452830188679,166.83962264150944
152,904.0,2003.0,1.2767924174174174,982.8,134.16385135135135,11.894707207207206,12.847222222222221,158.9057807807808
153,904.0,2004.0,0.9722108704536166,1579.9,116.04004903964038,19.758888434818147,13.771965672251737,149.57090314671026
154,904.0,2005.0,1.1747255552718918,843.2,120.33699259637478,24.69236660709727,32.3615011488384,177.39086035231045
155,904.0,2006.0,1.091517386722866,973.4,184.5890410958904,51.99683877766069,31.412012644889355,267.99789251844044
156,904.0,2007.0,1.7267819706498952,1346.1,139.874213836478,31.446540880503143,25.91194968553459,197.2327044025157
157,904.0,2008.0,1.9644666377189173,1061.5,250.0651324359531,70.60356057316544,73.47662469243016,394.14531770154866
158,904.0,2009.0,1.2080438940904057,931.4,197.68951978254304,53.38266384778013,50.15101177891876,301.22319540924195
159,905.0,1966.0,0.36858286160452863,1031.0,1.205348428655085,0.5563146593792699,0.2147179387077884,1.9763810267421433
160,905.0,1967.0,0.5158302194974604,1253.0,4.68977244758687,1.7989394312308415,0.3647103573266507,6.853422236144363
161,905.0,1968.0,0.4878161539498777,1901.0,3.2747096103095563,1.6855122994240364,0.5509217344403136,5.511143644173907
162,905.0,1969.0,0.3778435468895079,1922.0,2.7313525224388733,1.1354843701640358,0.651887960383782,4.518724852986691
163,905.0,1970.0,0.601644385865813,1301.0,3.899663172869725,2.7615640494571014,1.1904014728341596,7.851628695160986
164,905.0,1971.0,0.1807428256280547,1311.0,2.8164996291577125,1.1163303729342182,0.5324914896449422,4.465321491736873
165,905.0,1972.0,0.8843986340686737,1227.0,4.600590786248508,2.126411497286992,0.9532189470596862,7.680221230595186
166,905.0,1973.0,0.7007061740420162,2059.0,5.76229163438337,1.6735660682265954,1.0138799725499745,8.449737675159941
167,905.0,1974.0,0.7674287031410431,2062.0,10.37864342141106,1.850260880497873,1.4982293652955598,13.727133667204493
168,905.0,1975.0,0.7023065315800818,1465.0,6.996021869917105,2.1575966607223345,0.8328597464187031,9.986478277058144
169,905.0,1976.0,0.7213952291689639,1247.0,7.782923512331386,2.25860991656559,0.9997427132723197,11.041276142169295
170,905.0,1977.0,0.8178140500228656,1585.0,6.713687691279418,1.2365005100784465,0.8812044886903296,8.831392690048194
171,905.0,1978.0,0.8517110266159695,1398.0,8.596958174904943,2.0722433460076046,1.1159695817490494,11.785171102661597
172,905.0,1979.0,0.7733887733887734,1583.0,9.035343035343036,2.6444906444906446,1.4636174636174637,13.143451143451143
173,905.0,1980.0,0.8914728682170543,2050.0,10.393410852713178,2.5872093023255816,1.6007751937984496,14.581395348837209
174,905.0,1981.0,0.7094861660079052,1905.0,11.397233201581027,2.7984189723320156,1.8557312252964426,16.051383399209485
175,905.0,1982.0,0.602155124031878,1432.0,15.92546862723089,4.866988438657537,3.1541138174879335,23.94657088337636
176,905.0,1983.0,0.7917922387171188,1691.0,20.575213007404102,6.780890724411207,4.952189604494549,32.30829333630986
177,905.0,1984.0,0.6798308339803049,2222.0,40.571241776651824,11.968291586646508,7.639030768602133,60.178564131900465
178,905.0,1985.0,1.0089782217459002,1954.0,49.23058257335248,20.148423755889432,8.569753098901987,77.9487594281439
179,905.0,1986.0,0.8382485059177376,1590.0,54.47443459239874,29.123862349126988,15.413460411702669,99.01175735322839
180,905.0,1987.0,0.764565941433453,2350.0,60.322678316536184,32.25052986720879,17.068212292919245,109.64142047666422
181,905.0,1988.0,1.0776462528070643,1830.0,69.0918433372664,36.59460282419214,18.303962242606477,123.99040840406501
182,905.0,1989.0,0.951804675004336,2237.3,-0.001927042182953385,-0.001927042182953385,-0.001927042182953385,-0.001927042182953385
183,905.0,1990.0,0.9767835597244385,1764.0,-0.0019460553458140349,-0.0019460553458140349,-0.0019460553458140349,-0.0019460553458140349
184,905.0,1991.0,0.9196340406666264,1605.0,-0.0020151945670354473,-0.0020151945670354473,-0.0020151945670354473,-0.0020151945670354473
185,905.0,1992.0,0.7898623783838282,1001.0,90.30095276503503,18.47053485910168,9.651156928971114,118.42264455310783
186,905.0,1993.0,1.2791262623220703,1530.0,81.49330442289546,7.52273685478528,5.185809793410829,94.20185107109157
187,905.0,1994.0,1.1209325624595603,1049.7,124.3242679134228,15.570537037423556,12.786207760222078,152.68101271106843
188,905.0,1995.0,1.2312022777274492,1697.1,128.47806393166817,16.090763987748588,13.213407532030542,157.7822354514473
189,905.0,1996.0,1.1897364326896678,1389.7,100.94948293218633,23.814862267777066,24.018486318294133,148.78283151825752
190,905.0,1997.0,1.3004330642448705,1737.4,106.12806929027917,18.602842246888663,27.610998990918265,152.34191052808612
191,905.0,1998.0,1.1388290668502032,2195.1,91.99618125707688,28.1610088585955,16.045380875202593,136.20257099087496
192,905.0,1999.0,1.3985680190930787,2109.7,112.17183770883055,41.288782816229116,9.785202863961814,163.24582338902147
193,905.0,2000.0,1.2395833333333333,1699.9,109.19583333333334,33.45,11.7375,154.38333333333333
194,905.0,2001.0,1.1372549019607843,1576.2,111.48148148148148,22.477124183006534,18.91938997821351,152.87799564270153
195,905.0,2002.0,1.1670235546038543,941.0,109.57173447537473,22.092077087794433,18.595289079229122,150.2591006423983
196,905.0,2003.0,1.39528186014993,1654.0,114.92312905001906,15.245012917707847,9.552750836474525,139.7208928042014
197,905.0,2004.0,0.7612532311257688,1955.7,119.68089847579998,19.629646136019254,14.339513325608344,153.6500579374276
198,905.0,2005.0,1.0127852084972464,1892.2,154.7644024827345,45.76667540868957,49.53448728035667,250.06556517178075
199,905.0,2006.0,1.0520641947980076,1440.0,174.9573879358052,50.107360265633645,36.58660763696735,261.6513558384062
200,905.0,2007.0,0.9668124905717304,1895.3,181.68006378897917,37.788505053552576,22.530870848867533,241.9994396913993
201,905.0,2008.0,1.0294633006684404,2042.2,315.09182945032126,85.36245051593225,94.87961580894283,495.3338957751963
202,905.0,2009.0,1.1891959399623062,1770.4,211.2196008083744,55.38272894479893,66.1595404073662,332.76187016053956
203,906.0,1966.0,0.13697682462815636,823.0,16.2746454514009,4.231523117721665,2.138821630347054,22.644990199469618
204,906.0,1967.0,0.5591059426010883,750.0,19.636189053664783,6.892136989224368,1.3069454817027633,27.83527152459191
205,906.0,1968.0,0.5846833578792342,1065.0,26.311512873901783,6.017977756335382,1.5997156061144686,33.92920623635163
206,906.0,1969.0,0.4581334158798947,1405.0,33.508744776350404,15.333023783728008,9.54960532425321,58.39137388433163
207,906.0,1970.0,0.873932371010439,1207.0,58.42864991758653,0.29968533040307677,1.6133060286698966,60.3416412766595
208,906.0,1971.0,0.8170905503179127,1043.0,57.745012058759045,4.456259592194694,2.011620258715194,64.21289190966894
209,906.0,1972.0,0.9924756200188111,1032.0,52.19048561952379,9.02925597742686,4.712637988218405,65.93237958516906
210,906.0,1973.0,0.7064004697592484,1602.0,40.64885496183206,10.53532981013897,6.596202779408886,57.78038755137992
211,906.0,1974.0,0.7160767629220604,1734.0,45.42862315560786,7.151262786276817,5.888476509459582,58.468362451344255
212,906.0,1975.0,0.8337457724985564,1232.0,42.42761692650334,10.034644889878743,4.182133135362534,56.644394951744616
213,906.0,1976.0,0.6381174122734076,1272.0,59.758024280725095,12.161150839846998,5.417428904041244,77.33660402461334
214,906.0,1977.0,0.8527353067688578,1097.0,57.22441637664725,11.961834747585344,6.08454229069722,75.27079341492981
215,906.0,1978.0,0.8549019607843137,1239.0,69.13333333333334,14.239215686274509,6.784313725490196,90.15686274509804
216,906.0,1979.0,0.8046875,1000.0,65.33984375,16.96484375,8.32421875,90.62890625
217,906.0,1980.0,0.7701149425287356,1170.0,69.8199233716475,16.896551724137932,10.019157088122606,96.73563218390805
218,906.0,1981.0,0.7392996108949417,1496.0,77.58365758754864,18.7431906614786,10.217898832684824,106.54474708171206
219,906.0,1982.0,0.8530984703990427,853.0,67.74748494708105,17.607240360522084,8.743782489995887,94.09850779759901
220,906.0,1983.0,0.9571417647958403,908.0,80.22251108732222,19.33017280929806,9.057195289799663,108.60987918641995
221,906.0,1984.0,0.9977054034048852,1124.0,106.63212435233162,20.458919319022947,10.699481865284975,137.79052553663954
222,906.0,1985.0,1.0922216395735012,1101.0,114.62681349414437,34.829575249082325,14.116413214472994,163.5728019576997
223,906.0,1986.0,1.2761389422237739,1075.0,125.46343166346658,44.33583522429743,18.34526095304591,188.14452784080993
224,906.0,1987.0,0.9528863749792047,1256.0,119.57744135751122,41.923140908334716,17.484611545499916,178.98519381134585
225,906.0,1988.0,1.3788770053475936,1177.0,144.0340909090909,54.80949197860963,24.682486631016044,223.52606951871658
226,906.0,1989.0,1.3592019950124687,1010.2,-0.0033250207813798837,-0.0033250207813798837,-0.0033250207813798837,-0.0033250207813798837
227,906.0,1990.0,1.3196321809201976,1057.0,-0.003249285157265402,-0.003249285157265402,-0.003249285157265402,-0.003249285157265402
228,906.0,1991.0,1.2810148498368517,873.0,-0.0033295598321901845,-0.0033295598321901845,-0.0033295598321901845,-0.0033295598321901845
229,906.0,1992.0,0.6001605780810919,422.0,134.26517280391226,41.472938943834166,6.149410605452356,181.8875223531988
230,906.0,1993.0,1.3622979979563257,1005.0,81.90591530106346,18.29088294289066,5.89637815539492,106.09317639934905
231,906.0,1994.0,1.285734339357782,998.2,133.66906474820144,30.068433058431307,8.612037199508686,172.34953500614142
232,906.0,1995.0,1.0144305901911885,988.1,126.64671654197839,28.48877805486284,8.159600997506235,163.29509559434746
233,906.0,1996.0,1.5308525824033221,1157.0,116.02647287827666,28.244225279003373,8.321437840643654,152.5921359979237
234,906.0,1997.0,1.471837927869744,1332.4,139.06319045514803,25.160610489819504,8.837825894829871,173.0616268397974
235,906.0,1998.0,1.3509379608354197,978.2,165.34860591927023,41.62694193902398,13.508693713776193,220.4842415720704
236,906.0,1999.0,1.5593869731800767,776.0,175.095785440613,60.15325670498084,16.47509578544061,251.72413793103448
237,906.0,2000.0,1.29553264604811,816.5,117.54982817869416,34.27491408934708,7.821305841924398,159.64604810996565
238,906.0,2001.0,1.2666666666666666,1147.8,118.79298245614035,20.673684210526314,5.207017543859649,144.67368421052632
239,906.0,2002.0,1.1846689895470384,953.8,117.96515679442508,20.529616724738677,5.170731707317073,143.66550522648083
240,906.0,2003.0,1.447926133265477,1082.0,104.73663164782435,6.7723290559453275,4.093205859900396,115.60216656367008
