STCODE,STNAME,DIST,DISTNAME,YEAR,RICE_TAI,WHT_TAI,SORG_KAI,SORG_RAI,SORG_TAI,PMLT_TAI,MAIZ_TAI,FMLT_TAI,BRLY_TAI,CPEA_TAI,PPEA_TAI,MPUL_TAI,GNUT_TAI,SESA_TAI,RM_TAI,LINS_TAI,SCAN_TAI,COTN_TAI,TFV_TAI
2,Bihar,907,Patna,1981,267.00,99.00,0.00,0.00,0.00,0.00,9.00,0.00,0.49,0.00,0.00,0.32,0.00,0.00,2.00,0.00,2.00,0.00,13.90
2,Bihar,907,Patna,1982,136.00,108.00,0.00,0.00,0.00,0.00,10.00,0.00,0.56,0.00,0.00,0.52,0.00,0.00,3.00,0.00,2.00,0.00,13.92
2,Bihar,907,Patna,1983,189.00,124.00,0.00,0.00,0.00,0.00,9.00,0.00,0.69,0.00,0.00,0.71,0.00,0.00,3.00,0.00,2.00,0.00,13.50
2,Bihar,907,Patna,1984,228.00,121.00,0.00,0.00,0.00,0.00,8.00,0.00,0.43,0.00,0.00,0.60,0.00,0.00,2.00,0.00,1.00,0.00,10.83
2,Bihar,907,Patna,1985,259.00,113.00,0.00,0.00,0.00,0.00,6.00,0.00,0.47,0.00,0.00,0.65,0.00,0.00,2.00,0.00,1.00,0.00,12.36
2,Bihar,907,Patna,1986,240.00,117.00,0.00,0.00,0.00,0.00,6.00,0.00,0.38,0.00,0.00,0.64,0.00,0.00,2.00,0.00,2.00,0.00,11.75
2,Bihar,907,Patna,1987,218.00,135.00,0.00,0.00,0.00,0.00,7.00,0.00,0.33,0.00,0.00,0.48,0.00,0.00,3.00,0.00,1.00,0.00,13.75
2,Bihar,907,Patna,1988,254.00,142.00,0.00,0.00,0.00,0.00,7.00,0.00,0.18,0.44,0.00,0.68,0.00,0.00,3.00,0.00,1.00,0.00,12.50
2,Bihar,907,Patna,1989,258.00,128.00,0.00,0.00,0.00,0.00,6.00,0.00,0.27,0.25,0.00,0.45,0.00,0.00,2.00,0.00,1.00,0.00,13.32
2,Bihar,907,Patna,1990,243.12,130.34,0.00,0.00,0.00,0.00,7.16,0.00,0.00,0.43,0.00,0.30,0.00,0.00,0.00,0.00,0.93,0.00,4.48
2,Bihar,907,Patna,1991,223.94,131.59,0.00,0.00,0.00,0.00,6.76,0.00,0.00,0.46,0.00,0.32,0.00,0.00,0.00,0.00,0.73,0.00,4.62
2,Bihar,907,Patna,1992,197.68,122.68,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.18,0.00,0.77,0.00,0.00,0.00,0.00,0.74,0.00,4.11
2,Bihar,907,Patna,1993,167.11,141.66,0.00,0.00,0.00,0.00,5.25,0.00,0.00,0.06,0.00,-1.00,0.00,0.00,0.00,0.00,0.66,0.00,4.78
2,Bihar,907,Patna,1994,220.95,144.59,0.00,0.00,0.00,0.00,6.09,0.00,0.00,0.11,0.00,-1.00,0.00,0.00,0.00,0.00,0.59,0.00,6.30
2,Bihar,907,Patna,1995,233.66,138.46,-1.00,-1.00,-1.00,-1.00,7.67,-1.00,-1.00,1.44,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.73,-1.00,12.66
2,Bihar,907,Patna,1996,239.09,135.83,-1.00,-1.00,-1.00,-1.00,7.03,-1.00,-1.00,0.03,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.49,-1.00,15.86
2,Bihar,907,Patna,1998,225.07,140.24,0.01,0.00,0.01,0.00,5.51,0.00,0.01,0.12,0.14,0.56,0.00,0.00,2.63,0.00,0.43,0.00,21.44
2,Bihar,907,Patna,1999,242.45,148.29,0.00,0.00,0.00,0.00,12.48,0.00,0.02,0.12,0.03,1.61,0.00,0.00,2.63,0.00,0.54,0.00,19.04
2,Bihar,907,Patna,2000,223.18,144.47,0.00,0.00,0.00,0.00,5.65,0.00,0.13,0.14,0.28,0.70,0.00,0.00,3.21,0.00,0.48,0.00,18.66
2,Bihar,907,Patna,2001,176.12,140.15,0.00,0.00,0.00,0.00,5.15,0.00,0.00,0.01,0.00,0.22,0.00,0.00,3.65,0.00,0.25,0.00,19.98
2,Bihar,907,Patna,2002,201.44,144.19,0.00,0.00,0.00,0.00,5.96,0.00,0.06,0.01,0.00,0.00,0.00,0.01,3.67,0.00,0.40,0.00,19.32
2,Bihar,907,Patna,2003,199.79,143.63,0.00,0.00,0.00,0.00,5.61,0.00,0.16,0.38,0.00,0.08,0.00,0.00,2.51,0.00,0.34,0.00,17.70
2,Bihar,907,Patna,2004,169.47,141.37,0.00,0.00,0.00,0.00,5.67,0.00,0.84,0.65,0.00,0.29,0.02,0.00,2.71,0.00,0.28,0.00,20.94
2,Bihar,907,Patna,2005,177.38,134.29,0.00,0.00,0.00,0.00,9.90,0.00,0.81,3.73,0.05,0.49,0.05,0.00,2.85,0.00,0.32,0.00,17.90
2,Bihar,907,Patna,2006,183.78,134.77,0.00,0.00,0.00,0.00,7.92,0.00,0.13,2.05,0.00,0.80,0.00,0.07,2.56,0.05,0.23,0.00,19.70
2,Bihar,907,Patna,2007,176.08,126.76,0.00,0.00,0.00,0.00,7.83,0.00,0.34,1.62,0.00,1.17,0.03,0.07,3.46,0.02,-1.00,0.00,18.31
2,Bihar,907,Patna,2008,193.21,125.58,0.00,0.00,0.00,0.00,5.31,0.02,0.02,1.66,0.00,0.86,0.00,0.00,3.35,0.00,-1.00,0.00,21.41
2,Bihar,907,Patna,2009,106.47,142.21,0.00,0.00,0.00,0.00,4.93,0.03,0.00,0.96,0.00,0.00,0.00,0.00,3.82,0.00,-1.00,0.00,22.25
2,Bihar,907,Patna,2010,114.62,129.89,0.00,0.00,0.00,-1.00,7.98,0.02,-1.00,1.26,0.35,0.00,0.01,0.05,2.11,1.69,1.20,-1.00,23.97
2,Bihar,907,Patna,2011,114.62,129.89,0.00,0.00,0.00,0.00,7.98,0.02,-1.00,1.26,0.35,-1.00,0.01,0.05,2.11,1.69,1.20,-1.00,-1.00
2,Bihar,908,Mungher,1966,76.00,13.00,0.00,0.00,0.00,0.00,1.00,0.00,2.68,4.00,0.00,0.31,0.00,0.00,0.00,0.00,1.00,0.00,3.40
2,Bihar,908,Mungher,1967,109.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,3.00,0.00,2.14,0.00,0.00,0.00,0.00,1.00,0.00,4.31
2,Bihar,908,Mungher,1968,126.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,1.31,2.00,0.00,0.48,0.00,0.00,0.00,0.00,1.00,0.00,5.71
2,Bihar,908,Mungher,1969,127.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06,1.00,0.00,0.41,0.00,0.00,0.00,0.00,2.00,0.00,4.62
2,Bihar,908,Mungher,1970,80.00,31.00,0.00,0.00,0.00,0.00,2.00,0.00,1.19,1.00,0.00,0.99,0.00,0.00,0.00,0.00,2.00,0.00,4.47
2,Bihar,908,Mungher,1971,111.00,45.00,0.00,0.00,0.00,0.00,2.00,0.00,1.31,1.00,0.00,0.27,0.00,0.00,0.00,0.00,2.00,0.00,4.44
2,Bihar,908,Mungher,1972,78.00,56.00,0.00,0.00,0.00,0.00,5.00,0.00,1.14,1.00,0.00,0.38,0.00,0.00,0.00,0.00,1.00,0.00,5.87
2,Bihar,908,Mungher,1973,101.00,63.00,0.00,0.00,0.00,0.00,7.00,0.00,1.76,2.00,0.00,3.65,0.00,0.00,0.00,0.00,1.00,0.00,5.67
2,Bihar,908,Mungher,1974,94.00,69.00,0.00,0.00,0.00,0.00,5.00,0.00,1.10,1.00,0.00,0.04,0.00,0.00,0.00,0.00,2.00,0.00,6.16
2,Bihar,908,Mungher,1975,97.00,81.00,0.00,0.00,0.00,0.00,6.00,0.00,1.35,1.00,0.00,0.29,0.00,0.00,0.00,0.00,1.00,0.00,7.10
2,Bihar,908,Mungher,1976,77.00,102.00,0.00,0.00,0.00,0.00,16.00,0.00,0.85,1.00,0.00,0.07,0.00,0.00,0.00,0.00,2.00,0.00,8.06
2,Bihar,908,Mungher,1977,104.00,97.00,0.00,0.00,0.00,0.00,17.00,0.00,0.70,1.00,0.00,0.30,0.00,0.00,0.00,0.00,2.00,0.00,8.08
2,Bihar,908,Mungher,1978,96.00,110.00,0.00,0.00,0.00,0.00,20.00,0.00,0.72,1.00,0.00,0.19,0.00,0.00,0.00,0.00,1.00,0.00,8.27
2,Bihar,908,Mungher,1979,108.00,95.00,0.00,0.00,0.00,0.00,28.00,0.00,0.74,0.00,0.00,0.70,0.00,0.00,1.00,0.00,2.00,0.00,7.76
2,Bihar,908,Mungher,1980,93.00,105.00,1.00,0.00,1.00,0.00,24.00,0.00,0.72,1.00,0.00,0.30,0.00,0.00,1.00,0.00,1.00,0.00,7.57
2,Bihar,908,Mungher,1981,95.00,95.00,0.00,0.00,0.00,0.00,33.00,0.00,0.46,0.00,0.00,1.09,0.00,0.00,1.00,0.00,2.00,0.00,7.32
2,Bihar,908,Mungher,1982,78.00,100.00,0.00,0.00,0.00,0.00,33.00,0.00,0.54,0.00,0.00,0.81,0.00,0.00,0.00,0.00,1.00,0.00,7.02
2,Bihar,908,Mungher,1983,82.00,116.00,0.00,0.00,0.00,0.00,33.00,0.00,0.69,1.00,0.00,0.17,0.00,0.00,0.00,0.00,2.00,0.00,8.37
2,Bihar,908,Mungher,1984,105.00,112.00,0.00,0.00,0.00,0.00,28.00,0.00,0.26,0.00,0.00,1.47,0.00,0.00,0.00,0.00,1.00,0.00,8.36
2,Bihar,908,Mungher,1985,111.00,112.00,0.00,0.00,0.00,0.00,30.00,0.00,0.28,0.00,0.00,0.75,0.00,0.00,1.00,0.00,1.00,0.00,5.54
2,Bihar,908,Mungher,1986,105.00,106.00,0.00,0.00,0.00,0.00,25.00,0.00,0.11,3.00,0.00,1.14,0.00,0.00,0.00,0.00,1.00,0.00,7.62
2,Bihar,908,Mungher,1987,108.00,132.00,0.00,0.00,0.00,0.00,32.00,0.00,0.10,1.00,0.00,0.24,0.00,0.00,1.00,0.00,1.00,0.00,7.79
2,Bihar,908,Mungher,1988,105.00,139.00,0.00,0.00,0.00,0.00,42.00,0.00,0.29,0.36,0.00,0.99,0.00,0.00,1.00,0.00,1.00,0.00,9.36
2,Bihar,908,Mungher,1989,103.00,118.00,0.00,0.00,0.00,0.00,53.00,0.00,0.15,0.18,0.00,1.13,0.00,0.00,3.00,0.00,1.00,0.00,13.13
2,Bihar,908,Mungher,1990,106.56,121.80,0.00,0.00,0.00,0.00,48.42,0.00,0.00,0.74,0.00,1.64,0.00,0.00,0.00,0.00,0.88,0.00,4.47
2,Bihar,908,Mungher,1991,93.68,124.31,0.00,0.00,0.00,0.00,57.39,0.00,0.00,0.47,0.00,0.67,0.00,0.00,0.00,0.00,0.61,0.00,5.60
2,Bihar,908,Mungher,1992,79.46,117.58,0.00,0.00,0.00,0.00,56.46,0.00,0.00,0.28,0.00,0.71,0.00,0.00,0.00,0.00,0.57,0.00,6.14
2,Bihar,908,Mungher,1993,67.99,134.68,0.00,0.00,0.00,0.00,54.21,0.00,0.00,0.20,0.00,-1.00,0.00,0.00,0.00,0.00,0.48,0.00,6.19
2,Bihar,908,Mungher,1994,68.64,149.07,0.00,0.00,0.00,0.00,62.12,0.00,0.00,0.13,0.00,-1.00,0.00,0.00,0.00,0.00,0.43,0.00,6.47
2,Bihar,908,Munger,1995,93.46,129.24,-1.00,-1.00,-1.00,-1.00,52.60,-1.00,-1.00,0.19,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.77,-1.00,17.39
2,Bihar,908,Munger,1996,113.93,118.49,-1.00,-1.00,-1.00,-1.00,58.78,-1.00,-1.00,0.15,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.58,-1.00,16.17
2,Bihar,908,Monghyr,1998,123.14,137.23,0.12,0.00,0.12,0.00,52.01,0.00,0.07,0.48,0.06,1.22,0.00,0.01,6.28,0.01,1.20,0.00,18.78
2,Bihar,908,Monghyr,1999,111.99,147.25,0.00,0.00,0.00,0.00,58.37,0.00,0.10,0.41,0.00,1.67,0.02,0.00,4.31,0.00,0.83,0.00,16.13
2,Bihar,908,Monghyr,2000,106.90,148.99,0.00,0.00,0.00,0.00,57.52,0.00,0.09,0.35,0.09,0.70,0.00,0.00,4.71,0.00,0.86,0.00,12.86
2,Bihar,908,Monghyr,2001,94.25,144.16,0.00,0.00,0.00,0.00,56.00,0.04,0.04,0.17,0.02,1.32,0.00,0.00,4.28,0.00,0.93,0.00,13.69
2,Bihar,908,Monghyr,2002,115.25,148.93,0.00,0.00,0.00,0.00,57.47,0.00,0.30,0.52,0.03,0.07,0.00,0.01,6.72,0.01,0.66,0.00,12.52
2,Bihar,908,Monghyr,2003,117.27,156.53,0.03,0.00,0.03,0.00,58.92,0.00,0.34,0.25,0.00,0.03,0.00,0.00,6.87,0.03,0.54,0.00,13.89
2,Bihar,908,Munger,2004,85.70,140.36,0.00,0.00,0.00,0.00,60.92,0.00,0.27,0.22,0.03,0.91,0.00,0.00,6.19,0.02,0.57,0.00,13.14
2,Bihar,908,Munger,2005,101.80,136.29,0.00,0.00,0.00,0.00,60.84,0.00,0.04,0.10,0.00,0.67,0.00,0.00,6.76,0.05,0.34,0.00,14.76
2,Bihar,908,Munger,2006,114.00,145.03,0.00,0.00,0.00,0.00,63.95,0.00,0.07,0.04,0.00,0.69,0.00,0.00,6.98,0.00,0.27,0.00,14.98
2,Bihar,908,Mungair,2007,123.31,143.70,0.00,0.00,0.00,0.00,63.03,0.00,0.06,0.01,0.23,0.65,0.00,0.05,7.07,0.00,-1.00,0.00,15.87
2,Bihar,908,Mungair,2008,125.06,145.91,0.02,0.00,0.02,0.00,59.97,0.00,0.09,0.03,0.00,1.58,0.00,0.05,6.75,0.00,-1.00,0.00,11.19
2,Bihar,908,Mungair,2009,103.92,145.15,0.06,0.00,0.06,0.00,62.38,0.00,0.06,0.15,0.00,0.00,0.00,0.00,8.76,0.05,-1.00,0.00,16.37
2,Bihar,908,Monghyr,2010,62.84,164.12,0.02,0.00,0.02,-1.00,61.03,0.00,-1.00,0.06,0.02,0.00,0.00,0.02,11.60,0.00,4.43,-1.00,15.71
2,Bihar,908,Monghyr,2011,62.84,164.12,0.02,0.00,0.02,0.00,61.03,0.00,-1.00,0.06,0.02,-1.00,0.00,0.02,11.60,0.00,4.43,-1.00,-1.00
2,Bihar,909,Bhagalpur,1966,120.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,2.16,2.00,0.00,0.57,0.00,0.00,0.00,0.00,2.00,0.00,3.54
2,Bihar,909,Bhagalpur,1967,128.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,2.00,0.00,0.39,0.00,0.00,0.00,0.00,2.00,0.00,3.76
2,Bihar,909,Bhagalpur,1968,127.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,1.00,0.00,0.05,0.00,0.00,0.00,0.00,2.00,0.00,3.88
2,Bihar,909,Bhagalpur,1969,133.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.90,1.00,0.00,0.03,0.00,0.00,0.00,0.00,2.00,0.00,4.11
2,Bihar,909,Bhagalpur,1970,129.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,0.94,1.00,0.00,0.04,0.00,0.00,0.00,0.00,2.00,0.00,3.88
2,Bihar,909,Bhagalpur,1971,127.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.00,0.01,0.00,0.00,0.00,0.00,2.00,0.00,4.23
2,Bihar,909,Bhagalpur,1972,126.00,11.00,0.00,0.00,0.00,0.00,1.00,0.00,0.88,0.00,0.00,0.01,0.00,0.00,0.00,0.00,1.00,0.00,4.41
2,Bihar,909,Bhagalpur,1973,128.00,15.00,0.00,0.00,0.00,0.00,1.00,0.00,0.72,0.00,0.00,0.01,0.00,0.00,0.00,0.00,2.00,0.00,4.40
2,Bihar,909,Bhagalpur,1974,119.00,16.00,0.00,0.00,0.00,0.00,2.00,0.00,0.97,1.00,0.00,0.08,0.00,0.00,0.00,0.00,2.00,0.00,4.58
2,Bihar,909,Bhagalpur,1975,122.00,24.00,0.00,0.00,0.00,0.00,3.00,0.00,1.38,1.00,0.00,0.15,0.00,0.00,0.00,0.00,1.00,0.00,4.91
2,Bihar,909,Bhagalpur,1976,100.00,29.00,0.00,0.00,0.00,0.00,5.00,0.00,1.42,1.00,0.00,0.02,0.00,0.00,0.00,0.00,1.00,0.00,5.74
2,Bihar,909,Bhagalpur,1977,114.00,30.00,0.00,0.00,0.00,0.00,6.00,0.00,0.92,2.00,0.00,0.62,0.00,0.00,0.00,0.00,1.00,0.00,5.51
2,Bihar,909,Bhagalpur,1978,114.00,28.00,0.00,0.00,0.00,0.00,6.00,0.00,1.07,1.00,0.00,0.82,0.00,0.00,0.00,0.00,2.00,0.00,4.61
2,Bihar,909,Bhagalpur,1979,110.00,23.00,0.00,0.00,0.00,0.00,5.00,0.00,1.09,1.00,0.00,0.53,0.00,0.00,0.00,0.00,1.00,0.00,5.17
2,Bihar,909,Bhagalpur,1980,114.00,26.00,0.00,0.00,0.00,0.00,8.00,0.00,0.94,1.00,0.00,1.25,0.00,0.00,0.00,0.00,1.00,0.00,6.30
2,Bihar,909,Bhagalpur,1981,115.00,25.00,0.00,0.00,0.00,0.00,7.00,0.00,0.61,0.00,0.00,0.33,0.00,0.00,0.00,0.00,1.00,0.00,6.47
2,Bihar,909,Bhagalpur,1982,104.00,25.00,0.00,0.00,0.00,0.00,8.00,0.00,2.28,1.00,0.00,0.03,0.00,0.00,0.00,0.00,1.00,0.00,5.52
2,Bihar,909,Bhagalpur,1983,106.00,34.00,0.00,0.00,0.00,0.00,9.00,0.00,0.05,0.00,0.00,0.60,0.00,0.00,0.00,0.00,1.00,0.00,4.67
2,Bihar,909,Bhagalpur,1984,116.00,34.00,0.00,0.00,0.00,0.00,8.00,0.00,0.21,1.00,0.00,0.04,0.00,0.00,0.00,0.00,1.00,0.00,5.72
2,Bihar,909,Bhagalpur,1985,111.00,35.00,0.00,0.00,0.00,0.00,9.00,0.00,0.50,0.00,0.00,0.75,0.00,0.00,0.00,0.00,1.00,0.00,6.43
2,Bihar,909,Bhagalpur,1986,127.00,35.00,0.00,0.00,0.00,0.00,9.00,0.00,0.67,1.00,0.00,0.08,0.00,0.00,0.00,0.00,1.00,0.00,7.29
2,Bihar,909,Bhagalpur,1987,112.00,42.00,0.00,0.00,0.00,0.00,8.00,0.00,0.65,1.00,0.00,0.08,0.00,0.00,0.00,0.00,3.00,0.00,6.36
2,Bihar,909,Bhagalpur,1988,116.00,38.00,0.00,0.00,0.00,0.00,10.00,0.00,0.69,0.49,0.00,0.82,0.00,0.00,0.00,0.00,1.00,0.00,7.26
2,Bihar,909,Bhagalpur,1989,110.00,33.00,0.00,0.00,0.00,0.00,9.00,0.00,0.64,0.41,0.00,0.64,0.00,0.00,0.00,0.00,1.00,0.00,6.74
2,Bihar,909,Bhagalpur,1990,110.41,33.32,0.00,0.00,0.00,0.00,8.98,0.00,0.00,0.41,0.00,0.35,0.00,0.00,0.00,0.00,1.15,0.00,2.86
2,Bihar,909,Bhagalpur,1991,11.38,35.83,0.00,0.00,0.00,0.00,9.54,0.00,0.00,0.49,0.00,0.27,0.00,0.00,0.00,0.00,1.00,0.00,2.47
2,Bihar,909,Bhagalpur,1992,101.70,31.30,0.00,0.00,0.00,0.00,9.88,0.00,0.00,0.38,0.00,0.42,0.00,0.00,0.00,0.00,0.91,0.00,2.54
2,Bihar,909,Bhagalpur,1993,94.05,38.85,0.00,0.00,0.00,0.00,14.15,0.00,0.00,0.29,0.00,-1.00,0.00,0.00,0.00,0.00,0.76,0.00,3.49
2,Bihar,909,Bhagalpur,1994,98.91,35.25,0.00,0.00,0.00,0.00,10.29,0.00,0.00,1.23,0.00,-1.00,0.00,0.00,0.00,0.00,0.36,0.00,3.37
2,Bihar,909,Bhagalpur,1995,123.37,47.82,-1.00,-1.00,-1.00,-1.00,12.60,-1.00,-1.00,1.63,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.66,-1.00,8.10
2,Bihar,909,Bhagalpur,1996,109.50,48.11,-1.00,-1.00,-1.00,-1.00,20.01,-1.00,-1.00,0.53,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.99,-1.00,8.48
2,Bihar,909,Bhagalpur,1998,105.50,48.92,0.00,0.00,0.00,0.00,23.16,0.00,0.04,0.21,0.00,1.50,0.00,0.01,1.46,0.00,1.04,0.00,11.18
2,Bihar,909,Bhagalpur,1999,101.80,58.61,0.01,0.00,0.01,0.00,23.17,0.00,0.03,0.71,0.00,2.00,0.00,0.00,1.18,0.00,0.40,0.00,10.09
2,Bihar,909,Bhagalpur,2000,110.77,58.08,0.00,0.00,0.00,0.00,26.07,0.00,0.06,0.14,0.00,0.94,0.00,0.00,1.51,0.00,0.47,0.00,8.89
2,Bihar,909,Bhagalpur,2001,97.32,51.04,0.01,0.00,0.01,0.00,22.43,0.00,0.04,0.15,0.00,0.79,0.00,0.00,1.85,0.01,0.46,0.00,9.92
2,Bihar,909,Bhagalpur,2002,105.51,52.32,0.00,0.00,0.00,0.00,24.98,0.00,0.14,0.13,0.00,0.10,0.00,0.00,1.68,0.00,0.27,0.00,9.81
2,Bihar,909,Bhagalpur,2003,98.70,53.39,0.00,0.00,0.00,0.00,26.42,0.00,0.12,0.35,0.00,0.44,0.00,0.00,1.69,0.00,0.68,0.00,10.42
2,Bihar,909,Bhagalpur,2004,93.94,56.87,0.00,0.00,0.00,0.00,28.15,0.00,0.09,0.68,0.01,1.30,0.00,0.00,1.53,0.01,0.31,0.00,8.14
2,Bihar,909,Bhagalpur,2005,99.39,55.38,0.00,0.00,0.00,0.00,27.20,0.00,0.09,0.32,0.02,1.25,0.00,0.01,1.64,0.02,0.54,0.00,11.09
2,Bihar,909,Bhagalpur,2006,93.96,57.82,0.00,0.00,0.00,0.00,29.02,0.00,0.06,0.27,0.09,2.38,0.00,0.00,1.51,0.02,0.54,0.00,8.29
2,Bihar,909,Bhagalpur,2007,100.59,61.65,0.00,0.00,0.00,0.00,28.13,0.00,0.12,0.39,0.00,1.72,0.00,0.01,2.07,0.02,-1.00,0.00,9.74
2,Bihar,909,Bhagalpur,2008,100.02,57.09,0.00,0.00,0.00,0.00,24.18,0.00,0.08,0.34,0.03,1.54,0.00,0.03,1.71,0.01,-1.00,0.00,8.49
2,Bihar,909,Bhagalpur,2009,100.84,53.52,0.00,0.00,0.00,0.00,22.55,0.00,0.00,0.02,0.00,0.00,0.00,0.01,1.10,0.00,-1.00,0.00,8.55
2,Bihar,909,Bhagalpur,2010,80.76,48.74,0.00,0.00,0.00,-1.00,25.72,0.00,-1.00,0.10,0.00,0.32,0.00,0.00,1.07,0.00,1.27,-1.00,8.03
2,Bihar,909,Bhagalpur,2011,80.76,48.74,0.00,0.00,0.00,0.00,25.72,0.00,-1.00,0.10,0.00,-1.00,0.00,0.00,1.07,0.00,1.27,-1.00,-1.00
2,Bihar,910,Santhal Paragana,1966,63.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51,1.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,5.49
2,Bihar,910,Santhal Paragana,1967,60.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.28,1.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,4.08
2,Bihar,910,Santhal Paragana,1968,65.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,4.01
2,Bihar,910,Santhal Paragana,1969,48.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.02,0.00,0.00,0.00,0.00,1.00,0.00,2.84
2,Bihar,910,Santhal Paragana,1970,49.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,3.00
2,Bihar,910,Santhal Paragana,1971,53.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,4.27
2,Bihar,910,Santhal Paragana,1972,35.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,3.92
2,Bihar,910,Santhal Paragana,1973,27.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,6.99
2,Bihar,910,Santhal Paragana,1974,34.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,8.39
2,Bihar,910,Santhal Paragana,1975,21.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,10.82
2,Bihar,910,Santhal Paragana,1976,22.00,24.00,0.00,0.00,0.00,0.00,1.00,0.00,0.46,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,8.44
2,Bihar,910,Santhal Paragana,1977,24.00,23.00,0.00,0.00,0.00,0.00,1.00,0.00,0.41,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,8.54
2,Bihar,910,Santhal Paragana,1978,19.00,22.00,0.00,0.00,0.00,0.00,1.00,0.00,0.29,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,7.89
2,Bihar,910,Santhal Paragana,1979,24.00,23.00,0.00,0.00,0.00,0.00,1.00,0.00,0.47,1.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,8.61
2,Bihar,910,Santhal Paragana,1980,35.00,23.00,0.00,0.00,0.00,0.00,2.00,0.00,0.53,1.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,8.88
2,Bihar,910,Santhal Paragana,1981,25.00,17.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,7.70
2,Bihar,910,Santhal Paragana,1982,20.00,20.00,0.00,0.00,0.00,0.00,2.00,0.00,0.22,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,8.30
2,Bihar,910,Santhal Paragana,1983,18.00,20.00,0.00,0.00,0.00,0.00,1.00,0.00,0.38,1.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,7.89
2,Bihar,910,Santhal Paragana,1984,21.00,19.00,0.00,0.00,0.00,0.00,1.00,0.00,0.13,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,8.24
2,Bihar,910,Santhal Paragana,1985,22.00,19.00,0.00,0.00,0.00,0.00,1.00,0.00,0.26,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,8.37
2,Bihar,910,Santhal Paragana,1986,22.00,17.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,0.00,0.00,0.50,0.00,0.00,1.00,0.00,0.00,0.00,7.55
2,Bihar,910,Santhal Paragana,1987,15.00,18.00,0.00,0.00,0.00,0.00,1.00,0.00,0.12,0.00,0.00,0.39,0.00,0.00,1.00,0.00,0.00,0.00,7.32
2,Bihar,910,Santhal Paragana,1988,17.00,15.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.12,0.00,0.18,0.00,0.00,1.00,0.00,0.00,0.00,7.12
2,Bihar,910,Santhal Paragana,1989,16.00,16.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.12,0.00,0.30,0.00,0.00,1.00,0.00,0.00,0.00,8.64
2,Bihar,910,Santhal Paragana,1990,9.96,16.27,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.09,0.00,0.03,0.00,0.00,0.00,0.00,0.07,0.00,3.14
