STCODE,STNAME,DIST,DISTNAME,YEAR,MALE_WAGE,FEM_WAGE,MALE_SAW,FEM_SAW
2,Bihar,915,Palamou,1976,-1.00,-1.00,-1.00,-1.00
2,Bihar,915,Palamou,1977,4.38,4.50,5.62,5.49
2,Bihar,915,Palamou,1978,7.50,4.00,6.72,4.83
2,Bihar,915,Palamau,1979,7.50,4.00,7.02,5.03
2,Bihar,915,Palamou,1980,7.96,4.50,7.58,5.27
2,Bihar,915,Palamau,1981,8.90,5.50,8.55,6.44
2,Bihar,915,Palamou,1982,9.38,6.00,10.26,7.98
2,Bihar,915,Palamau,1983,11.55,7.87,11.86,8.51
2,Bihar,915,Palamou,1984,-1.00,-1.00,13.57,11.32
2,Bihar,915,Palamau,1985,15.83,9.25,15.55,9.86
2,Bihar,915,Palamau,1986,16.00,10.00,17.42,11.30
2,Bihar,915,Palamau,1987,18.57,15.00,19.33,12.63
2,Bihar,915,Palamau,1988,23.46,17.92,21.91,13.95
2,Bihar,915,Palamau,1989,33.50,27.00,24.85,15.71
2,Bihar,915,Palamau,1990,34.88,26.80,26.87,26.71
2,Bihar,915,Palamau,1991,36.90,24.80,30.26,30.25
2,Bihar,915,Palamau,1992,27.96,24.80,33.09,35.53
2,Bihar,915,Palamou,1993,29.99,24.62,35.01,36.58
2,Bihar,915,Palamou,1994,27.93,25.00,37.47,22.98
2,Bihar,915,Palamau,1995,28.85,26.50,38.71,27.47
2,Bihar,915,Palamau,1996,38.70,36.95,42.48,27.58
2,Bihar,915,Palamau,1997,50.06,40.00,47.10,29.72
2,Bihar,915,Palamau,1998,47.08,-1.00,50.93,46.22
2,Bihar,915,Palamau,1999,-1.00,-1.00,59.24,39.33
2,Bihar,916,Ranchi,1966,1.50,0.75,2.50,1.90
2,Bihar,916,Ranchi,1967,2.00,2.00,3.40,2.90
2,Bihar,916,Ranchi,1968,2.00,2.00,2.90,2.60
2,Bihar,916,Ranchi,1969,2.75,1.70,2.90,2.40
2,Bihar,916,Ranchi,1970,2.95,1.34,3.71,2.20
2,Bihar,916,Ranchi,1971,3.21,1.30,3.56,2.20
2,Bihar,916,Ranchi,1972,-1.00,-1.00,-1.00,-1.00
2,Bihar,916,Ranchi,1973,3.92,2.50,4.87,3.69
2,Bihar,916,Ranchi,1974,4.19,2.50,5.45,3.48
2,Bihar,916,Ranchi,1975,-1.00,-1.00,-1.00,-1.00
2,Bihar,916,Ranchi,1976,-1.00,-1.00,-1.00,-1.00
2,Bihar,916,Ranchi,1977,5.52,5.85,5.62,5.49
2,Bihar,916,Ranchi,1978,5.68,5.00,6.72,4.83
2,Bihar,916,Ranchi,1979,6.22,6.00,7.02,5.03
2,Bihar,916,Ranchi,1980,5.52,-1.00,7.58,5.27
2,Bihar,916,Ranchi,1981,7.35,4.20,8.55,6.44
2,Bihar,916,Ranchi,1982,9.23,5.58,10.26,7.98
2,Bihar,916,Ranchi,1983,9.47,6.84,11.86,8.51
2,Bihar,916,Ranchi,1984,11.25,7.50,13.57,11.32
2,Bihar,916,Ranchi,1985,-1.00,-1.00,15.55,9.86
2,Bihar,916,Ranchi,1986,14.23,9.00,17.42,11.30
2,Bihar,916,Ranchi,1987,15.05,10.83,19.33,12.63
2,Bihar,916,Ranchi,1988,19.38,10.00,21.91,13.95
2,Bihar,916,Ranchi,1989,22.21,12.00,24.85,15.71
2,Bihar,916,Ranchi,1990,22.13,12.00,26.87,26.71
2,Bihar,916,Ranchi,1991,-1.00,-1.00,30.26,30.25
2,Bihar,916,Ranchi,1992,42.67,13.00,33.09,35.53
2,Bihar,916,Ranchi,1993,-1.00,-1.00,35.01,36.58
2,Bihar,916,Ranchi,1994,-1.00,-1.00,37.47,22.98
2,Bihar,916,Ranchi,1995,-1.00,-1.00,38.71,27.47
2,Bihar,916,Ranchi,1996,-1.00,-1.00,42.48,27.58
2,Bihar,916,Ranchi,1997,-1.00,-1.00,47.10,29.72
2,Bihar,916,Ranchi,1998,-1.00,-1.00,50.93,46.22
2,Bihar,916,Ranchi,1999,-1.00,-1.00,59.24,39.33
2,Bihar,917,Singhbhum,1966,2.00,-1.00,2.50,1.90
2,Bihar,917,Singhbhum,1967,2.50,2.50,3.40,2.90
2,Bihar,917,Singhbhum,1968,3.00,3.00,2.90,2.60
2,Bihar,917,Singhbhum,1969,4.00,4.00,2.90,2.40
2,Bihar,917,Singhbhum,1970,3.50,1.60,3.71,2.20
2,Bihar,917,Singhbhum,1971,3.10,2.11,3.56,2.20
2,Bihar,917,Singhbhum,1972,-1.00,-1.00,-1.00,-1.00
2,Bihar,917,Singhbhum,1973,-1.00,-1.00,-1.00,-1.00
2,Bihar,917,Singhbhum,1974,-1.00,-1.00,-1.00,-1.00
2,Bihar,917,Singhbhum,1975,-1.00,-1.00,-1.00,-1.00
2,Bihar,917,Singhbhum,1976,-1.00,-1.00,-1.00,-1.00
2,Bihar,917,Singhbhum,1977,-1.00,-1.00,5.62,5.49
2,Bihar,917,Singhbhum,1978,6.93,5.32,6.72,4.83
2,Bihar,917,Singhbhum,1979,7.88,6.87,7.02,5.03
2,Bihar,917,Singhbhum,1980,-1.00,-1.00,7.58,5.27
2,Bihar,917,Singhbhum,1981,9.29,7.66,8.55,6.44
2,Bihar,917,Singhbhum,1982,9.42,8.00,10.26,7.98
2,Bihar,917,Singhbhum,1983,11.75,8.50,11.86,8.51
2,Bihar,917,Singhbhum,1984,11.75,8.50,13.57,11.32
2,Bihar,917,Singhbhum,1985,11.75,8.50,15.55,9.86
2,Bihar,917,Singhbhum,1986,20.17,15.33,17.42,11.30
2,Bihar,917,Singhbhum,1987,20.42,15.84,19.33,12.63
2,Bihar,917,Singhbhum,1988,20.25,15.84,21.91,13.95
2,Bihar,917,Singhbhum,1989,25.52,16.18,24.85,15.71
2,Bihar,917,Singhbhum,1990,28.25,16.50,26.87,26.71
2,Bihar,917,Singhbhum,1991,28.25,-1.00,30.26,30.25
2,Bihar,917,Singhbhum,1992,33.60,21.00,33.09,35.53
2,Bihar,917,Singhbhum,1993,34.97,22.00,35.01,36.58
2,Bihar,917,Singhbhum,1994,44.27,25.18,37.47,22.98
2,Bihar,917,Singhbhum,1995,40.15,26.28,38.71,27.47
2,Bihar,917,Singhbhum,1996,47.66,28.58,42.48,27.58
2,Bihar,917,Singhbhum,1997,50.13,27.00,47.10,29.72
2,Bihar,917,Singhbhum,1998,52.29,-1.00,50.93,46.22
2,Bihar,917,Singhbhum,1999,-1.00,-1.00,59.24,39.33
