STCODE,STNAME,DIST,DISTNAME,YEAR,N_TC,P_TC,K_TC,NPK_TC
2,Bihar,915,Palamou,1982,1424,281,100,1805
2,Bihar,915,Palamau,1983,1475,367,194,2036
2,Bihar,915,Palamou,1984,3150,717,218,4085
2,Bihar,915,Palamau,1985,3570,1076,301,4947
2,Bihar,915,Palamau,1986,2183,543,149,2875
2,Bihar,915,Palamau,1987,2183,543,149,2875
2,Bihar,915,Palamau,1988,2950,923,167,4040
2,Bihar,915,Palamau,1989,-1,-1,-1,-1
2,Bihar,915,Palamau,1990,-1,-1,-1,-1
2,Bihar,915,Palamau,1991,-1,-1,-1,-1
2,Bihar,915,Palamau,1992,4462,1501,137,6100
2,Bihar,915,Palamou,1993,2701,787,101,3589
2,Bihar,915,Palamou,1994,18364,1678,260,20302
2,Bihar,915,Palamau,1995,18364,1678,260,20302
2,Bihar,915,Palamau,1996,6349,1345,363,8057
2,Bihar,915,Palamau,1997,7268,1154,531,8953
2,Bihar,915,Palamau,1998,5349,1574,246,7169
2,Bihar,915,Palamau,1999,7000,2600,600,10200
2,Bihar,916,Ranchi,1966,860,221,249,1330
2,Bihar,916,Ranchi,1967,1076,692,192,1960
2,Bihar,916,Ranchi,1968,971,358,152,1481
2,Bihar,916,Ranchi,1969,1236,743,384,2363
2,Bihar,916,Ranchi,1970,1541,560,218,2319
2,Bihar,916,Ranchi,1971,2105,412,234,2751
2,Bihar,916,Ranchi,1972,2217,773,485,3475
2,Bihar,916,Ranchi,1973,2330,1020,333,3683
2,Bihar,916,Ranchi,1974,2881,882,746,4509
2,Bihar,916,Ranchi,1975,2476,454,211,3141
2,Bihar,916,Ranchi,1976,2476,1045,409,3930
2,Bihar,916,Ranchi,1977,3180,1154,819,5153
2,Bihar,916,Ranchi,1978,3091,10115,623,13829
2,Bihar,916,Ranchi,1979,3334,1649,449,5432
2,Bihar,916,Ranchi,1980,2960,2432,602,5994
2,Bihar,916,Ranchi,1981,3321,1187,612,5120
2,Bihar,916,Ranchi,1982,3011,1132,595,4738
2,Bihar,916,Ranchi,1983,5416,2302,973,8691
2,Bihar,916,Ranchi,1984,7524,2656,1306,11486
2,Bihar,916,Ranchi,1985,9680,4183,1507,15370
2,Bihar,916,Ranchi,1986,5928,2676,1152,9756
2,Bihar,916,Ranchi,1987,10868,4943,2029,17840
2,Bihar,916,Ranchi,1988,13915,6749,3007,23671
2,Bihar,916,Ranchi,1989,-1,-1,-1,-1
2,Bihar,916,Ranchi,1990,-1,-1,-1,-1
2,Bihar,916,Ranchi,1991,-1,-1,-1,-1
2,Bihar,916,Ranchi,1992,8340,6087,820,15247
2,Bihar,916,Ranchi,1993,11057,3292,255,14604
2,Bihar,916,Ranchi,1994,42730,7838,1549,52117
2,Bihar,916,Ranchi,1995,42730,7838,1549,52117
2,Bihar,916,Ranchi,1996,17415,5252,635,23302
2,Bihar,916,Ranchi,1997,19990,4506,747,25243
2,Bihar,916,Ranchi,1998,13028,7125,1105,21258
2,Bihar,916,Ranchi,1999,18900,11700,1400,32000
2,Bihar,917,Singhbhum,1966,328,122,44,494
2,Bihar,917,Singhbhum,1967,342,298,23,663
2,Bihar,917,Singhbhum,1968,295,202,36,533
2,Bihar,917,Singhbhum,1969,275,189,28,492
2,Bihar,917,Singhbhum,1970,299,221,25,545
2,Bihar,917,Singhbhum,1971,435,145,45,625
2,Bihar,917,Singhbhum,1972,590,265,94,949
2,Bihar,917,Singhbhum,1973,778,301,243,1322
2,Bihar,917,Singhbhum,1974,921,260,150,1331
2,Bihar,917,Singhbhum,1975,666,165,83,914
2,Bihar,917,Singhbhum,1976,538,204,89,831
2,Bihar,917,Singhbhum,1977,624,246,88,958
2,Bihar,917,Singhbhum,1978,656,288,112,1056
2,Bihar,917,Singhbhum,1979,672,340,128,1140
2,Bihar,917,Singhbhum,1980,909,316,76,1301
2,Bihar,917,Singhbhum,1981,994,386,148,1528
2,Bihar,917,Singhbhum,1982,874,366,154,1394
2,Bihar,917,Singhbhum,1983,1072,685,305,2062
2,Bihar,917,Singhbhum,1984,1964,797,335,3096
2,Bihar,917,Singhbhum,1985,2913,1114,653,4680
2,Bihar,917,Singhbhum,1986,2420,1323,563,4306
2,Bihar,917,Singhbhum,1987,2420,1323,565,4308
2,Bihar,917,Singhbhum,1988,3549,2132,989,6670
2,Bihar,917,Singhbhum,1989,-1,-1,-1,-1
2,Bihar,917,Singhbhum,1990,-1,-1,-1,-1
2,Bihar,917,Singhbhum,1991,-1,-1,-1,-1
2,Bihar,917,Singhbhum,1992,1892,1500,183,3575
2,Bihar,917,Singhbhum,1993,2595,173,254,3022
2,Bihar,917,Singhbhum,1994,5193,1977,258,7428
2,Bihar,917,Singhbhum,1995,5193,1977,258,7428
2,Bihar,917,Singhbhum,1996,1567,444,247,2258
2,Bihar,917,Singhbhum,1997,1794,381,257,2432
2,Bihar,917,Singhbhum,1998,3211,1175,372,4758
2,Bihar,917,Singhbhum,1999,1300,1100,0,2400
