STCODE,STNAME,DIST,DISTNAME,YEAR,ANNUAL,JUNE,JULAUGRF
2,Bihar,915,Palamau,1985,1122.0,54.0,761.0
2,Bihar,915,Palamau,1986,1104.0,180.0,586.0
2,Bihar,915,Palamau,1987,923.0,23.0,549.0
2,Bihar,915,Palamau,1988,458.0,202.0,202.0
2,Bihar,915,Palamau,1989,716.9,127.1,205.0
2,Bihar,915,Palamau,1990,1463.0,187.0,800.0
2,Bihar,915,Palamau,1991,1112.0,146.0,703.0
2,Bihar,915,Palamau,1992,658.0,48.0,498.0
2,Bihar,915,Palamau,1993,1065.0,196.0,429.0
2,Bihar,916,Ranchi,1966,1170.0,324.0,437.0
2,Bihar,916,Ranchi,1967,1425.0,174.0,506.0
2,Bihar,916,Ranchi,1968,1248.0,223.0,670.0
2,Bihar,916,Ranchi,1969,1271.0,135.0,712.0
2,Bihar,916,Ranchi,1970,1462.0,290.0,612.0
2,Bihar,916,Ranchi,1971,1782.0,316.0,826.0
2,Bihar,916,Ranchi,1972,1292.0,190.0,655.0
2,Bihar,916,Ranchi,1973,1688.0,153.0,731.0
2,Bihar,916,Ranchi,1974,1375.0,129.0,851.0
2,Bihar,916,Ranchi,1975,1383.0,155.0,783.0
2,Bihar,916,Ranchi,1976,1272.0,123.0,743.0
2,Bihar,916,Ranchi,1977,1483.0,209.0,572.0
2,Bihar,916,Ranchi,1978,1570.0,221.0,605.0
2,Bihar,916,Ranchi,1979,910.0,128.0,351.0
2,Bihar,916,Ranchi,1980,1347.0,303.0,633.0
2,Bihar,916,Ranchi,1981,1190.0,179.0,577.0
2,Bihar,916,Ranchi,1982,1153.0,168.0,608.0
2,Bihar,916,Ranchi,1983,1418.0,132.0,628.0
2,Bihar,916,Ranchi,1984,1408.0,381.0,781.0
2,Bihar,916,Ranchi,1985,1398.0,127.0,654.0
2,Bihar,916,Ranchi,1986,1368.0,276.0,601.0
2,Bihar,916,Ranchi,1987,1330.0,62.0,788.0
2,Bihar,916,Ranchi,1988,1203.0,351.0,560.0
2,Bihar,916,Ranchi,1989,1157.5,244.8,268.0
2,Bihar,916,Ranchi,1990,1358.0,218.0,657.0
2,Bihar,916,Ranchi,1991,1235.0,167.0,615.0
2,Bihar,916,Ranchi,1992,907.0,134.0,571.0
2,Bihar,916,Ranchi,1993,1124.0,248.0,362.0
2,Bihar,917,Singhbhum,1966,1179.0,326.0,440.0
2,Bihar,917,Singhbhum,1967,1276.0,156.0,453.0
2,Bihar,917,Singhbhum,1968,1288.0,231.0,691.0
2,Bihar,917,Singhbhum,1969,1128.0,120.0,632.0
2,Bihar,917,Singhbhum,1970,1241.0,247.0,519.0
2,Bihar,917,Singhbhum,1971,1440.0,255.0,667.0
2,Bihar,917,Singhbhum,1972,1094.0,161.0,554.0
2,Bihar,917,Singhbhum,1973,1429.0,129.0,619.0
2,Bihar,917,Singhbhum,1974,1165.0,109.0,721.0
2,Bihar,917,Singhbhum,1975,1171.0,131.0,663.0
2,Bihar,917,Singhbhum,1976,1272.0,123.0,743.0
2,Bihar,917,Singhbhum,1977,1435.0,202.0,553.0
2,Bihar,917,Singhbhum,1978,1350.0,190.0,520.0
2,Bihar,917,Singhbhum,1979,928.0,131.0,358.0
2,Bihar,917,Singhbhum,1980,1340.0,337.0,525.0
2,Bihar,917,Singhbhum,1981,1374.0,208.0,576.0
2,Bihar,917,Singhbhum,1982,1133.0,231.0,513.0
2,Bihar,917,Singhbhum,1983,1363.0,148.0,526.0
2,Bihar,917,Singhbhum,1984,1497.0,532.0,662.0
2,Bihar,917,Singhbhum,1985,1125.0,202.0,327.0
2,Bihar,917,Singhbhum,1986,1240.0,184.0,555.0
2,Bihar,917,Singhbhum,1987,938.0,100.0,513.0
2,Bihar,917,Singhbhum,1988,1523.0,468.0,705.0
2,Bihar,917,Singhbhum,1989,1323.8,238.2,352.0
2,Bihar,917,Singhbhum,1990,1405.0,284.0,626.0
2,Bihar,917,Singhbhum,1991,1096.0,155.0,601.0
2,Bihar,917,Singhbhum,1992,1029.0,170.0,531.0
2,Bihar,917,Singhbhum,1993,1238.0,242.0,466.0
