STCODE,STNAME,DIST,DISTNAME,YEAR,RICE_TP,PADY_TP,WHT_TP,SORG_TP,PMLT_TP,MAIZ_TP,FMLT_TP,BRLY_TP,CPEA_TP,PPEA_TP,GNUT_TP,SESA_TP,RM_TP,CAST_TP,LINS_TP,SGUR_TP,COTNK_TP
2,Bihar,915,Palamau,1987,-1.0,225.0,-1.0,-1.0,-1.0,195.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,400.0,-1.0
2,Bihar,915,Palamau,1988,-1.0,190.6,280.0,-1.0,-1.0,210.0,-1.0,225.0,675.0,600.0,-1.0,675.0,650.0,-1.0,550.0,462.2,-1.0
2,Bihar,915,Palamu,1989,-1.0,450.0,230.0,-1.0,-1.0,250.0,-1.0,230.0,650.0,650.0,-1.0,700.0,680.0,-1.0,575.0,-1.0,-1.0
2,Bihar,915,Palamau,1990,-1.0,275.0,350.0,-1.0,-1.0,300.0,264.0,230.0,650.0,700.0,1000.0,1100.0,1200.0,-1.0,700.0,650.0,-1.0
2,Bihar,915,Palamau,1991,-1.0,260.0,375.0,-1.0,-1.0,-1.0,-1.0,350.0,-1.0,750.0,900.0,1200.0,1200.0,-1.0,600.0,650.0,-1.0
2,Bihar,915,Palamau,1992,-1.0,300.0,-1.0,-1.0,-1.0,-1.0,-1.0,350.0,890.0,750.0,1000.0,1200.0,950.0,-1.0,750.0,650.0,-1.0
2,Bihar,915,Palamau,1993,-1.0,310.0,317.0,363.0,-1.0,-1.0,270.0,302.0,936.0,906.0,1114.0,951.0,870.0,615.0,860.0,660.0,-1.0
2,Bihar,915,Palamau,1994,-1.0,296.2,398.4,-1.0,200.0,274.0,270.0,399.8,912.7,1143.0,-1.0,1040.5,872.3,-1.0,1058.7,890.0,-1.0
2,Bihar,915,Palamau,1995,-1.0,629.0,443.0,-1.0,-1.0,329.0,270.0,390.0,947.0,1213.0,-1.0,-1.0,-1.0,825.0,-1.0,831.0,-1.0
2,Bihar,915,Palamau,1998,-1.0,-1.0,772.0,-1.0,-1.0,398.0,400.0,507.0,1361.0,1414.0,-1.0,1577.0,-1.0,-1.0,1224.0,-1.0,-1.0
2,Bihar,915,Palamau,1999,-1.0,-1.0,586.0,-1.0,567.0,457.0,-1.0,500.0,1351.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,913.0,-1.0
2,Bihar,916,Ranchi,1966,-1.0,91.2,128.3,-1.0,-1.0,79.6,66.0,132.7,134.0,116.6,104.6,152.1,152.8,-1.0,-1.0,109.9,-1.0
2,Bihar,916,Ranchi,1967,-1.0,91.9,123.5,-1.0,-1.0,102.6,99.0,114.2,141.5,120.7,106.4,228.2,161.3,-1.0,-1.0,222.3,-1.0
2,Bihar,916,Ranchi,1968,-1.0,58.9,109.4,-1.0,-1.0,69.1,63.6,103.9,115.8,96.2,100.2,130.1,143.0,-1.0,-1.0,142.8,-1.0
2,Bihar,916,Ranchi,1969,-1.0,60.0,107.5,-1.0,-1.0,61.0,61.0,104.0,111.5,102.9,105.7,122.8,163.8,-1.0,-1.0,88.1,-1.0
2,Bihar,916,Ranchi,1970,-1.0,66.2,109.9,-1.0,-1.0,72.1,62.4,97.5,111.8,116.7,119.7,234.2,183.0,-1.0,-1.0,109.0,-1.0
2,Bihar,916,Ranchi,1971,-1.0,56.3,89.2,-1.0,-1.0,71.7,71.7,113.2,108.1,118.0,122.4,210.0,246.0,-1.0,-1.0,152.4,-1.0
2,Bihar,916,Ranchi,1972,-1.0,75.0,130.0,-1.0,-1.0,118.9,85.3,154.5,135.0,164.0,177.7,229.7,135.0,-1.0,-1.0,190.8,-1.0
2,Bihar,916,Ranchi,1973,-1.0,103.0,200.0,-1.0,-1.0,82.5,73.3,240.4,175.0,160.0,159.5,278.7,340.0,-1.0,-1.0,102.0,-1.0
2,Bihar,916,Ranchi,1974,-1.0,125.3,150.0,-1.0,-1.0,175.0,148.8,197.1,190.0,170.0,200.0,350.1,216.0,-1.0,-1.0,200.0,-1.0
2,Bihar,916,Ranchi,1975,-1.0,97.0,114.0,-1.0,-1.0,118.4,148.8,147.8,151.7,170.0,183.3,319.0,159.1,-1.0,-1.0,177.4,-1.0
2,Bihar,916,Ranchi,1976,-1.0,125.0,130.0,-1.0,-1.0,100.0,118.0,110.0,180.0,200.0,225.0,302.1,329.2,-1.0,-1.0,190.0,-1.0
2,Bihar,916,Ranchi,1977,-1.0,125.0,130.0,-1.0,-1.0,100.0,110.0,120.0,215.0,275.0,225.0,360.5,350.0,-1.0,-1.0,160.0,-1.0
2,Bihar,916,Ranchi,1978,-1.0,100.0,115.5,-1.0,-1.0,80.0,75.0,94.5,215.8,251.1,200.0,450.0,331.3,-1.0,-1.0,100.0,-1.0
2,Bihar,916,Ranchi,1979,-1.0,80.0,147.0,-1.0,-1.0,69.0,69.0,100.5,239.0,245.0,249.9,402.1,390.0,-1.0,-1.0,262.7,-1.0
2,Bihar,916,Ranchi,1980,-1.0,89.0,190.0,-1.0,-1.0,104.0,125.0,125.0,390.0,350.0,303.0,531.5,550.0,-1.0,-1.0,218.0,-1.0
2,Bihar,916,Ranchi,1981,-1.0,100.0,220.0,-1.0,-1.0,150.0,140.0,133.3,307.8,300.0,336.0,500.0,500.0,-1.0,-1.0,245.5,-1.0
2,Bihar,916,Ranchi,1982,-1.0,125.0,240.0,-1.0,-1.0,150.0,150.0,167.5,250.0,300.0,345.0,424.9,500.0,-1.0,-1.0,213.5,-1.0
2,Bihar,916,Ranchi,1983,-1.0,157.6,183.2,-1.0,-1.0,168.1,158.3,135.1,322.6,416.1,792.2,594.2,491.2,-1.0,-1.0,262.7,-1.0
2,Bihar,916,Ranchi,1984,-1.0,168.3,181.3,-1.0,-1.0,169.3,164.9,153.5,450.9,384.3,812.7,544.3,528.5,-1.0,-1.0,296.7,-1.0
2,Bihar,916,Ranchi,1985,-1.0,131.8,202.8,-1.0,-1.0,157.1,122.7,145.9,489.7,446.3,757.0,517.0,487.8,-1.0,-1.0,381.1,-1.0
2,Bihar,916,Ranchi,1986,-1.0,148.4,200.0,-1.0,-1.0,163.0,149.9,200.0,387.7,439.2,-1.0,-1.0,766.6,-1.0,515.0,450.0,-1.0
2,Bihar,916,Ranchi,1987,-1.0,169.2,209.4,-1.0,-1.0,-1.0,155.8,250.0,439.4,608.9,-1.0,-1.0,752.6,-1.0,575.5,460.7,-1.0
2,Bihar,916,Ranchi,1988,-1.0,153.3,275.7,-1.0,-1.0,209.1,193.3,253.4,749.6,644.5,-1.0,871.1,644.5,-1.0,527.8,442.0,-1.0
2,Bihar,916,Ranchi,1989,-1.0,-1.0,250.0,-1.0,-1.0,-1.0,129.3,-1.0,-1.0,-1.0,-1.0,748.3,-1.0,-1.0,-1.0,427.8,-1.0
2,Bihar,916,Ranchi,1990,-1.0,272.0,300.0,-1.0,-1.0,300.0,-1.0,-1.0,900.0,1200.0,870.0,-1.0,1000.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,916,Ranchi,1991,-1.0,345.9,500.0,-1.0,-1.0,203.5,-1.0,-1.0,-1.0,800.0,-1.0,-1.0,1200.0,-1.0,-1.0,461.1,-1.0
2,Bihar,916,Ranchi,1992,-1.0,363.0,380.0,-1.0,-1.0,295.0,-1.0,-1.0,-1.0,-1.0,1200.0,800.0,-1.0,-1.0,-1.0,700.0,-1.0
2,Bihar,916,Ranchi,1993,-1.0,390.0,452.8,-1.0,-1.0,331.4,-1.0,-1.0,-1.0,-1.0,-1.0,810.0,-1.0,-1.0,-1.0,750.0,-1.0
2,Bihar,916,Ranchi,1994,-1.0,355.3,-1.0,-1.0,-1.0,377.0,268.5,-1.0,1211.7,1395.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,916,Ranchi,1995,-1.0,691.0,487.0,-1.0,-1.0,358.0,305.0,390.0,1163.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,955.0,-1.0
2,Bihar,916,Ranchi,1998,-1.0,-1.0,408.0,-1.0,-1.0,398.0,-1.0,-1.0,1330.0,1488.0,-1.0,-1.0,-1.0,-1.0,1224.0,-1.0,-1.0
2,Bihar,916,Ranchi,1999,-1.0,-1.0,535.0,-1.0,567.0,457.0,-1.0,500.0,1351.0,1287.0,-1.0,-1.0,-1.0,-1.0,-1.0,913.0,-1.0
2,Bihar,917,Singhbhum,1966,-1.0,84.5,141.5,-1.0,-1.0,87.2,49.6,119.8,139.7,111.3,176.7,178.3,125.1,-1.0,-1.0,121.9,-1.0
2,Bihar,917,Singhbhum,1967,-1.0,87.5,127.4,-1.0,-1.0,124.5,45.7,97.5,121.8,119.2,109.2,194.4,221.2,-1.0,-1.0,208.8,-1.0
2,Bihar,917,Singhbhum,1968,-1.0,71.2,109.7,-1.0,-1.0,86.5,80.4,83.0,107.0,107.5,160.9,124.8,160.5,-1.0,-1.0,107.8,-1.0
2,Bihar,917,Singhbhum,1969,-1.0,66.8,106.6,-1.0,-1.0,72.6,59.5,75.4,119.5,121.6,217.3,138.3,153.1,-1.0,-1.0,88.1,-1.0
2,Bihar,917,Singhbhum,1970,-1.0,71.5,116.2,-1.0,-1.0,79.8,60.0,100.0,105.6,135.7,143.2,223.3,160.0,-1.0,-1.0,109.0,-1.0
2,Bihar,917,Singhbhum,1971,-1.0,72.4,107.0,-1.0,-1.0,120.2,68.4,116.1,119.0,155.0,167.5,150.0,243.0,-1.0,-1.0,130.0,-1.0
2,Bihar,917,Singhbhum,1972,-1.0,78.6,134.6,-1.0,-1.0,81.9,57.5,158.4,137.9,160.2,243.1,215.0,196.0,-1.0,-1.0,190.8,-1.0
2,Bihar,917,Singhbhum,1973,-1.0,102.0,213.9,-1.0,-1.0,97.8,72.7,246.5,237.8,203.3,178.0,189.1,352.9,-1.0,-1.0,211.7,-1.0
2,Bihar,917,Singhbhum,1974,-1.0,131.0,192.2,-1.0,-1.0,171.1,131.4,200.0,236.0,216.0,305.7,285.0,225.0,-1.0,-1.0,204.4,-1.0
2,Bihar,917,Singhbhum,1975,-1.0,101.4,146.1,-1.0,-1.0,115.8,131.4,150.0,188.4,216.0,280.2,259.6,165.7,-1.0,-1.0,181.2,-1.0
2,Bihar,917,Singhbhum,1976,-1.0,131.3,160.0,-1.0,-1.0,105.0,93.4,88.2,201.8,186.7,238.8,302.1,460.0,-1.0,-1.0,250.0,-1.0
2,Bihar,917,Singhbhum,1977,-1.0,124.0,130.0,-1.0,-1.0,147.0,102.3,100.0,180.0,405.0,300.0,240.0,338.1,-1.0,-1.0,225.0,-1.0
2,Bihar,917,Singhbhum,1978,-1.0,100.0,135.0,-1.0,-1.0,131.0,145.0,120.0,200.0,405.0,350.0,250.0,275.0,-1.0,-1.0,150.0,-1.0
2,Bihar,917,Singhbhum,1979,-1.0,115.0,150.0,-1.0,-1.0,150.0,155.0,100.5,300.0,375.0,437.3,450.0,350.0,-1.0,-1.0,325.0,-1.0
2,Bihar,917,Singhbhum,1980,-1.0,118.0,181.3,-1.0,-1.0,158.0,111.3,125.8,256.3,400.0,530.3,478.0,500.0,-1.0,-1.0,218.0,-1.0
2,Bihar,917,Singhbhum,1981,-1.0,125.0,220.0,-1.0,-1.0,170.0,150.0,133.3,298.0,475.0,588.0,510.6,447.1,-1.0,-1.0,245.5,-1.0
2,Bihar,917,Singhbhum,1982,-1.0,130.0,228.0,-1.0,-1.0,180.0,156.2,167.5,312.0,450.0,603.7,600.0,660.0,-1.0,-1.0,213.5,-1.0
2,Bihar,917,Singhbhum,1983,-1.0,188.0,240.0,-1.0,-1.0,195.0,220.0,135.1,324.0,448.0,693.1,647.0,479.6,-1.0,-1.0,263.1,-1.0
2,Bihar,917,Singhbhum,1984,-1.0,160.0,198.7,-1.0,-1.0,209.4,175.0,138.1,414.9,409.6,725.7,603.3,455.7,-1.0,-1.0,296.7,-1.0
2,Bihar,917,Singhbhum,1985,-1.0,181.1,188.4,-1.0,-1.0,166.8,144.7,147.7,425.3,463.2,669.8,517.0,458.3,-1.0,-1.0,349.0,-1.0
2,Bihar,917,Singhbhum,1986,-1.0,162.8,193.6,-1.0,-1.0,209.1,-1.0,-1.0,467.2,481.5,-1.0,-1.0,447.1,-1.0,454.5,-1.0,-1.0
2,Bihar,917,Singhbhum,1987,-1.0,183.9,186.6,-1.0,-1.0,221.7,-1.0,-1.0,474.7,745.4,-1.0,-1.0,765.0,-1.0,517.3,-1.0,-1.0
2,Bihar,917,Singhbhum,1988,-1.0,194.9,275.3,-1.0,-1.0,193.9,-1.0,200.0,749.6,-1.0,-1.0,700.0,-1.0,-1.0,427.2,424.4,-1.0
2,Bihar,917,Singhbhum,1989,-1.0,315.0,250.5,-1.0,200.0,-1.0,-1.0,224.0,-1.0,-1.0,-1.0,825.0,-1.0,-1.0,525.0,-1.0,-1.0
2,Bihar,917,Singhbhum,1990,-1.0,212.2,300.0,-1.0,-1.0,-1.0,-1.0,224.0,811.1,1100.0,965.0,-1.0,1277.8,-1.0,938.9,-1.0,-1.0
2,Bihar,917,Singhbhum,1991,-1.0,324.8,402.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,700.0,800.0,-1.0,1016.7,-1.0,750.0,593.8,-1.0
2,Bihar,917,Singhbhum,1992,-1.0,306.1,383.4,-1.0,-1.0,-1.0,-1.0,-1.0,913.9,700.0,-1.0,-1.0,-1.0,-1.0,-1.0,575.0,-1.0
2,Bihar,917,Singhbhum,1993,-1.0,314.0,435.9,-1.0,-1.0,-1.0,-1.0,-1.0,929.2,-1.0,750.0,-1.0,1216.7,-1.0,-1.0,568.8,-1.0
2,Bihar,917,Singhbhum,1994,-1.0,326.1,426.4,-1.0,-1.0,-1.0,-1.0,-1.0,928.9,1450.0,-1.0,-1.0,1213.9,-1.0,1174.5,565.7,-1.0
2,Bihar,917,Singhbhum,1995,-1.0,697.0,425.0,-1.0,-1.0,419.0,-1.0,-1.0,1022.0,-1.0,-1.0,1018.5,1244.0,-1.0,1176.5,-1.0,-1.0
2,Bihar,917,Singhbhum,1996,-1.0,777.0,486.0,-1.0,602.0,408.3,-1.0,388.0,1127.8,1342.0,-1.0,1311.4,1133.1,950.0,1163.0,815.5,-1.0
2,Bihar,917,Singhbhum,1997,-1.0,399.5,499.0,-1.0,-1.0,395.0,358.0,429.0,1283.0,-1.0,-1.0,-1.0,1149.0,983.0,1628.0,925.0,-1.0
2,Bihar,917,Singhbhum ,1998,-1.0,-1.0,635.0,-1.0,-1.0,398.0,-1.0,-1.0,1421.0,1485.5,-1.0,1577.0,-1.0,983.0,1359.5,-1.0,-1.0
2,Bihar,917,Singhbhum,1999,-1.0,-1.0,586.0,-1.0,567.0,-1.0,-1.0,-1.0,1351.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,913.0,-1.0
