STCODE,STNAME,DIST,DISTNAME,YEAR,RICE_TAH,WHT_TAH,SORG_TAH,PMLT_TAH,MAIZ_TAH,FMLT_TAH,TOTAL_HYV
2,Bihar,912,Gaya,1986,193.73,161.28,0.00,0.00,10.37,0.00,365.38
2,Bihar,912,Gaya,1987,211.50,161.28,0.00,0.00,9.31,0.00,382.09
2,Bihar,912,Gaya,1988,224.00,111.00,0.00,0.00,2.00,0.00,337.00
2,Bihar,912,Gaya,1989,204.00,105.00,0.00,0.00,1.00,0.00,310.00
2,Bihar,912,Gaya,1990,241.00,99.00,0.00,0.00,1.00,0.00,341.00
2,Bihar,912,Gaya,2000,268.00,117.00,0.00,0.00,1.00,0.00,386.00
2,Bihar,912,Gaya,2001,295.00,117.00,0.00,0.00,1.00,0.00,413.00
2,Bihar,912,Gaya,2002,279.00,131.00,0.00,0.00,2.00,0.00,412.00
2,Bihar,912,Gaya,2003,283.00,113.00,0.00,0.00,-1.00,0.00,396.00
2,Bihar,912,Gaya,2005,183.00,113.00,-1.00,-1.00,3.00,-1.00,299.00
2,Bihar,912,Gaya,2006,298.00,142.00,-1.00,-1.00,3.00,-1.00,443.00
2,Bihar,912,Gaya,2007,304.00,143.00,-1.00,-1.00,3.00,-1.00,450.00
2,Bihar,912,Gaya,2008,293.00,132.00,-1.00,-1.00,2.00,-1.00,427.00
2,Bihar,913,Hazaribagh,1966,1.20,0.00,0.00,0.00,0.44,0.00,1.64
2,Bihar,913,Hazaribagh,1967,4.58,0.00,0.00,0.00,2.69,0.00,7.27
2,Bihar,913,Hazaribagh,1968,4.83,0.00,0.00,0.00,1.96,0.00,6.79
2,Bihar,913,Hazaribagh,1969,6.44,0.00,0.00,0.00,2.50,0.00,8.94
2,Bihar,913,Hazaribagh,1970,6.19,0.00,0.00,0.00,5.09,0.00,11.28
2,Bihar,913,Hazaribagh,1971,7.88,0.00,0.00,0.00,8.40,0.00,16.28
2,Bihar,913,Hazaribagh,1972,8.09,0.00,0.00,0.00,5.94,0.00,14.03
2,Bihar,913,Hazaribagh,1973,11.46,0.00,0.00,0.00,16.90,0.00,28.36
2,Bihar,913,Hazaribagh,1974,12.46,0.00,0.00,0.00,26.19,0.00,38.65
2,Bihar,913,Hazaribagh,1975,13.75,0.00,0.00,0.00,19.69,0.00,33.44
2,Bihar,913,Hazaribagh,1976,17.86,0.00,0.00,0.00,18.22,0.00,36.08
2,Bihar,913,Hazaribagh,1977,23.27,0.00,0.00,0.00,14.11,0.00,37.38
2,Bihar,913,Hazaribagh,1978,24.43,0.00,0.00,0.00,17.01,0.00,41.44
2,Bihar,913,Hazaribagh,1979,18.97,0.00,0.00,0.00,17.39,0.00,36.36
2,Bihar,913,Hazaribagh,1980,25.08,0.00,0.00,0.00,21.80,0.00,46.88
2,Bihar,913,Hazaribagh,1981,26.85,0.00,0.00,0.00,17.63,0.00,44.48
2,Bihar,913,Hazaribagh,1982,26.13,0.00,0.00,0.00,26.42,0.00,52.55
2,Bihar,913,Hazaribagh,1983,35.80,0.00,0.00,0.00,34.56,0.00,70.36
2,Bihar,913,Hazaribagh,1984,41.17,0.00,0.00,0.00,32.59,0.00,73.76
2,Bihar,913,Hazaribagh,1985,49.73,0.00,0.00,0.00,22.95,0.00,72.68
2,Bihar,913,Hazaribagh,1986,49.19,0.00,0.00,0.00,29.41,0.00,78.60
2,Bihar,913,Hazaribagh,1987,53.70,0.00,0.00,0.00,30.78,0.00,84.48
2,Bihar,913,Hazaribagh,1988,17.00,2.00,0.00,0.00,3.00,0.00,22.00
2,Bihar,913,Hazaribagh,1989,25.00,5.00,0.00,0.00,2.00,0.00,32.00
2,Bihar,913,Hazaribagh,1990,15.00,5.00,0.00,0.00,2.00,0.00,22.00
2,Bihar,914,Dhanbad,1966,0.06,0.00,0.00,0.00,0.06,0.00,0.12
2,Bihar,914,Dhanbad,1967,0.23,0.00,0.00,0.00,0.43,0.00,0.66
2,Bihar,914,Dhanbad,1968,0.24,0.00,0.00,0.00,0.31,0.00,0.55
2,Bihar,914,Dhanbad,1969,0.32,0.00,0.00,0.00,0.40,0.00,0.72
2,Bihar,914,Dhanbad,1970,0.31,0.00,0.00,0.00,0.73,0.00,1.04
2,Bihar,914,Dhanbad,1971,0.40,0.00,0.00,0.00,0.99,0.00,1.39
2,Bihar,914,Dhanbad,1972,0.41,0.00,0.00,0.00,0.72,0.00,1.13
2,Bihar,914,Dhanbad,1973,0.58,0.00,0.00,0.00,3.01,0.00,3.59
2,Bihar,914,Dhanbad,1974,0.63,0.00,0.00,0.00,3.46,0.00,4.09
2,Bihar,914,Dhanbad,1975,0.69,0.00,0.00,0.00,2.94,0.00,3.63
2,Bihar,914,Dhanbad,1976,0.90,0.00,0.00,0.00,2.77,0.00,3.67
2,Bihar,914,Dhanbad,1977,1.17,0.00,0.00,0.00,2.35,0.00,3.52
2,Bihar,914,Dhanbad,1978,1.23,0.00,0.00,0.00,2.43,0.00,3.66
2,Bihar,914,Dhanbad,1979,0.95,0.00,0.00,0.00,2.23,0.00,3.18
2,Bihar,914,Dhanbad,1980,1.20,0.00,0.00,0.00,3.27,0.00,4.47
2,Bihar,914,Dhanbad,1981,1.35,0.00,0.00,0.00,2.32,0.00,3.67
2,Bihar,914,Dhanbad,1982,1.31,0.00,0.00,0.00,3.31,0.00,4.62
2,Bihar,914,Dhanbad,1983,1.80,0.00,0.00,0.00,3.99,0.00,5.79
2,Bihar,914,Dhanbad,1984,2.07,0.00,0.00,0.00,3.48,0.00,5.55
2,Bihar,914,Dhanbad,1985,2.50,0.00,0.00,0.00,2.18,0.00,4.68
2,Bihar,914,Dhanbad,1986,2.47,0.00,0.00,0.00,3.41,0.00,5.88
2,Bihar,914,Dhanbad,1987,2.70,0.00,0.00,0.00,3.39,0.00,6.09
2,Bihar,914,Dhanbad,1988,1.00,0.00,0.00,0.00,0.00,0.00,1.00
2,Bihar,914,Dhanbad,1989,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,Bihar,914,Dhanbad,1990,1.00,0.00,0.00,0.00,0.00,0.00,1.00
2,Bihar,915,Palamau,1966,0.25,0.13,0.00,0.00,0.36,0.00,0.74
2,Bihar,915,Palamau,1967,0.97,1.06,0.00,0.00,2.51,0.00,4.54
2,Bihar,915,Palamau,1968,1.03,1.64,0.00,0.00,1.82,0.00,4.49
2,Bihar,915,Palamau,1969,1.37,2.25,0.00,0.00,2.33,0.00,5.95
2,Bihar,915,Palamau,1970,1.31,4.70,0.00,0.00,5.01,0.00,11.02
2,Bihar,915,Palamau,1971,1.67,6.43,0.00,0.00,8.60,0.00,16.70
2,Bihar,915,Palamau,1972,1.72,8.69,0.00,0.00,6.14,0.00,16.55
2,Bihar,915,Palamau,1973,2.43,5.98,0.00,0.00,16.73,0.00,25.14
2,Bihar,915,Palamau,1974,2.64,4.62,0.00,0.00,26.38,0.00,33.64
2,Bihar,915,Palamau,1975,2.92,6.51,0.00,0.00,20.97,0.00,30.40
2,Bihar,915,Palamau,1976,3.79,9.10,0.00,0.00,20.59,0.00,33.48
2,Bihar,915,Palamau,1977,4.94,7.52,0.00,0.00,17.25,0.00,29.71
2,Bihar,915,Palamau,1978,5.19,7.63,0.00,0.00,18.63,0.00,31.45
2,Bihar,915,Palamau,1979,4.03,7.42,0.00,0.00,18.29,0.00,29.74
2,Bihar,915,Palamau,1980,5.34,6.46,0.00,0.00,22.89,0.00,34.69
2,Bihar,915,Palamau,1981,5.70,9.54,0.00,0.00,18.56,0.00,33.80
2,Bihar,915,Palamau,1982,5.55,9.81,0.00,0.00,23.94,0.00,39.30
2,Bihar,915,Palamau,1983,7.60,10.07,0.00,0.00,27.47,0.00,45.14
2,Bihar,915,Palamau,1984,8.74,10.60,0.00,0.00,33.81,0.00,53.15
2,Bihar,915,Palamau,1985,10.56,7.95,0.00,0.00,23.64,0.00,42.15
2,Bihar,915,Palamau,1986,10.44,11.13,0.00,0.00,32.13,0.00,53.70
2,Bihar,915,Palamau,1987,11.40,11.13,0.00,0.00,32.93,0.00,55.46
2,Bihar,915,Palamau,1988,5.00,3.00,0.00,0.00,2.00,0.00,10.00
2,Bihar,915,Palamau,1989,4.00,4.00,0.00,0.00,0.00,0.00,8.00
2,Bihar,915,Palamau,1990,7.00,4.00,0.00,0.00,1.00,0.00,12.00
2,Bihar,916,Ranchi,1966,1.23,0.00,0.00,0.00,0.11,0.00,1.34
2,Bihar,916,Ranchi,1967,4.71,0.00,0.00,0.00,0.98,0.00,5.69
2,Bihar,916,Ranchi,1968,4.97,0.00,0.00,0.00,0.72,0.00,5.69
2,Bihar,916,Ranchi,1969,6.62,0.00,0.00,0.00,0.92,0.00,7.54
2,Bihar,916,Ranchi,1970,6.37,0.00,0.00,0.00,1.42,0.00,7.79
2,Bihar,916,Ranchi,1971,8.10,0.00,0.00,0.00,2.17,0.00,10.27
2,Bihar,916,Ranchi,1972,8.32,0.00,0.00,0.00,1.61,0.00,9.93
2,Bihar,916,Ranchi,1973,11.78,0.00,0.00,0.00,4.50,0.00,16.28
2,Bihar,916,Ranchi,1974,12.81,0.00,0.00,0.00,8.39,0.00,21.20
2,Bihar,916,Ranchi,1975,14.13,0.00,0.00,0.00,6.54,0.00,20.67
2,Bihar,916,Ranchi,1976,18.36,0.00,0.00,0.00,6.34,0.00,24.70
2,Bihar,916,Ranchi,1977,23.92,0.00,0.00,0.00,5.49,0.00,29.41
2,Bihar,916,Ranchi,1978,25.12,0.00,0.00,0.00,5.67,0.00,30.79
2,Bihar,916,Ranchi,1979,19.50,0.00,0.00,0.00,5.35,0.00,24.85
2,Bihar,916,Ranchi,1980,25.90,0.00,0.00,0.00,6.54,0.00,32.44
2,Bihar,916,Ranchi,1981,27.60,0.00,0.00,0.00,6.03,0.00,33.63
2,Bihar,916,Ranchi,1982,26.86,0.00,0.00,0.00,9.18,0.00,36.04
2,Bihar,916,Ranchi,1983,36.80,0.00,0.00,0.00,8.59,0.00,45.39
2,Bihar,916,Ranchi,1984,42.32,0.00,0.00,0.00,10.41,0.00,52.73
2,Bihar,916,Ranchi,1985,51.12,0.00,0.00,0.00,8.70,0.00,59.82
2,Bihar,916,Ranchi,1986,50.56,0.00,0.00,0.00,9.10,0.00,59.66
2,Bihar,916,Ranchi,1987,55.20,0.00,0.00,0.00,9.17,0.00,64.37
2,Bihar,916,Ranchi,1988,21.00,4.00,0.00,0.00,2.00,0.00,27.00
2,Bihar,916,Ranchi,1989,22.00,26.00,0.00,0.00,3.00,0.00,51.00
2,Bihar,916,Ranchi,1990,36.00,5.00,0.00,0.00,3.00,0.00,44.00
2,Bihar,917,Singhbhum,1966,0.68,0.00,0.00,0.00,0.12,0.00,0.80
2,Bihar,917,Singhbhum,1967,2.61,0.00,0.00,0.00,0.71,0.00,3.32
2,Bihar,917,Singhbhum,1968,2.75,0.00,0.00,0.00,0.52,0.00,3.27
2,Bihar,917,Singhbhum,1969,3.67,0.00,0.00,0.00,0.66,0.00,4.33
2,Bihar,917,Singhbhum,1970,3.53,0.00,0.00,0.00,1.23,0.00,4.76
2,Bihar,917,Singhbhum,1971,4.49,0.00,0.00,0.00,2.21,0.00,6.70
2,Bihar,917,Singhbhum,1972,4.61,0.00,0.00,0.00,1.53,0.00,6.14
2,Bihar,917,Singhbhum,1973,6.53,0.00,0.00,0.00,4.26,0.00,10.79
2,Bihar,917,Singhbhum,1974,7.10,0.00,0.00,0.00,6.40,0.00,13.50
2,Bihar,917,Singhbhum,1975,7.83,0.00,0.00,0.00,4.97,0.00,12.80
2,Bihar,917,Singhbhum,1976,10.18,0.00,0.00,0.00,5.15,0.00,15.33
2,Bihar,917,Singhbhum,1977,13.26,0.00,0.00,0.00,4.31,0.00,17.57
2,Bihar,917,Singhbhum,1978,13.92,0.00,0.00,0.00,4.05,0.00,17.97
2,Bihar,917,Singhbhum,1979,10.81,0.00,0.00,0.00,4.01,0.00,14.82
2,Bihar,917,Singhbhum,1980,14.36,0.00,0.00,0.00,4.91,0.00,19.27
2,Bihar,917,Singhbhum,1981,15.30,0.00,0.00,0.00,4.18,0.00,19.48
2,Bihar,917,Singhbhum,1982,14.89,0.00,0.00,0.00,5.33,0.00,20.22
2,Bihar,917,Singhbhum,1983,20.40,0.00,0.00,0.00,6.80,0.00,27.20
2,Bihar,917,Singhbhum,1984,23.46,0.00,0.00,0.00,6.37,0.00,29.83
2,Bihar,917,Singhbhum,1985,28.34,0.00,0.00,0.00,4.96,0.00,33.30
2,Bihar,917,Singhbhum,1986,28.03,0.00,0.00,0.00,6.28,0.00,34.31
2,Bihar,917,Singhbhum,1987,30.60,0.00,0.00,0.00,5.73,0.00,36.33
2,Bihar,917,Singhbhum,1988,1.00,0.00,0.00,0.00,0.00,0.00,1.00
2,Bihar,917,Singhbhum,1989,3.00,1.00,0.00,0.00,0.00,0.00,4.00
2,Bihar,917,Singhbhum,1990,1.00,2.00,0.00,0.00,0.00,0.00,3.00
