STCODE,STNAME,DIST,DISTNAME,SOILTYPE
2,Bihar,901,Champaran,INCEPTISOLS - 100%
2,Bihar,902,MUZAFFARPUR,INCEPTISOLS - 100%
2,Bihar,903,Darbhanga,INCEPTISOLS - 100%
2,Bihar,904,SAHARSA,INCEPTISOLS - 100%
2,Bihar,905,Purnia,INCEPTISOLS - 100%
2,Bihar,906,SARAN,INCEPTISOLS - 100%
2,Bihar,907,Patna,INCEPTISOLS - 100%
2,Bihar,908,Munger,USTALF/USTOLLS - 60% ; INCEPTISOLS - 40%
2,Bihar,909,Bhagalpur,INCEPTISOLS - 60% ; USTALF/USTOLLS - 40%
2,Bihar,912,Gaya,USTALF/USTOLLS - 100%
