STCODE,STNAME,DIST,DISTNAME,YEAR,TOTGEOG,FOREST,BARREN,NONAGRI,CWASTE,PPASTUR,OTFALOW,CUFALOW
2,Bihar,907,Patna,1967,551.10,4.70,12.20,84.00,1.60,0.40,3.70,26.30
2,Bihar,907,Patna,1968,551.20,4.70,13.20,86.80,1.90,0.50,5.70,18.80
2,Bihar,907,Patna,1969,551.10,4.10,13.20,86.00,1.80,0.40,5.10,17.60
2,Bihar,907,Patna,1970,551.10,4.30,16.80,76.90,2.00,0.50,3.50,18.50
2,Bihar,907,Patna,1971,551.10,4.30,16.40,82.20,1.80,0.50,3.20,37.50
2,Bihar,907,Patna,1972,551.10,4.40,17.20,78.80,2.10,0.80,2.30,31.50
2,Bihar,907,Patna,1973,551.10,4.20,19.50,79.40,6.40,0.10,3.90,16.70
2,Bihar,907,Patna,1974,551.10,4.10,18.70,84.00,3.00,0.30,4.30,25.60
2,Bihar,907,Patna,1975,551.10,4.10,18.00,86.20,2.80,0.40,3.70,33.00
2,Bihar,907,Patna,1976,551.10,4.00,18.20,85.60,5.00,3.00,2.60,26.90
2,Bihar,907,Patna,1977,551.10,4.00,20.40,83.20,2.60,3.90,2.90,28.30
2,Bihar,907,Patna,1978,551.10,4.00,15.80,92.50,1.60,0.30,5.50,40.50
2,Bihar,907,Patna,1979,551.10,4.10,15.40,86.80,1.90,1.40,7.30,48.40
2,Bihar,907,Patna,1980,551.10,4.10,15.40,86.90,2.80,2.30,5.30,27.00
2,Bihar,907,Patna,1981,551.10,4.60,14.70,90.10,3.00,2.40,4.70,35.20
2,Bihar,907,Patna,1982,551.20,4.60,14.70,91.10,2.20,2.40,3.10,75.60
2,Bihar,907,Patna,1983,551.10,4.60,14.70,94.40,2.20,2.20,2.40,48.40
2,Bihar,907,Patna,1984,551.10,4.60,14.70,94.50,1.10,2.20,2.40,51.10
2,Bihar,907,Patna,1985,551.10,4.60,14.70,103.80,1.10,1.20,1.50,33.20
2,Bihar,907,Patna,1986,551.10,4.60,14.70,104.40,1.10,1.80,2.30,41.80
2,Bihar,907,Patna,1987,551.10,4.60,14.70,104.40,2.00,0.80,3.40,33.30
2,Bihar,907,Patna,1988,551.10,4.60,14.70,104.40,2.00,0.80,3.40,33.30
2,Bihar,907,Patna,1989,553.94,4.64,14.70,103.15,1.79,0.70,2.69,30.71
2,Bihar,907,Patna,1990,551.10,4.70,14.70,104.70,1.70,0.60,2.70,31.30
2,Bihar,907,Patna,1991,551.10,4.70,14.70,104.70,2.00,0.80,2.80,37.20
2,Bihar,907,Patna,1992,551.10,4.70,14.70,105.00,1.50,0.70,4.20,47.40
2,Bihar,907,Patna,1993,551.10,4.70,14.30,108.80,1.50,0.70,2.40,67.30
2,Bihar,907,Patna,1994,551.10,4.70,14.30,85.40,1.40,0.50,2.40,47.50
2,Bihar,907,Patna,1995,551.15,4.70,14.34,110.23,1.52,0.51,2.43,49.63
2,Bihar,907,Patna,1996,551.15,4.70,14.34,115.27,1.43,0.51,2.43,41.33
2,Bihar,907,Patna,1997,551.00,5.00,14.00,116.00,1.00,0.00,2.00,38.00
2,Bihar,907,Patna,1998,551.15,5.00,14.00,116.00,1.00,1.00,2.00,16.00
2,Bihar,907,Patna,1999,551.15,4.70,14.34,115.22,1.02,0.14,2.24,14.58
2,Bihar,907,Patna,2000,549.97,4.70,14.34,114.46,1.01,0.14,2.24,18.86
2,Bihar,907,Patna,2001,549.97,4.70,14.34,115.02,1.01,0.14,2.23,23.13
2,Bihar,907,Patna,2002,549.97,4.70,14.34,115.15,1.00,0.14,2.19,23.17
2,Bihar,907,Patna,2003,549.97,4.70,14.34,115.35,0.99,0.13,2.15,23.12
2,Bihar,907,Patna,2004,549.97,4.70,14.34,115.48,0.99,0.12,2.09,24.21
2,Bihar,907,Patna,2005,549.97,4.70,14.33,115.67,0.98,0.12,1.82,19.96
2,Bihar,907,Patna,2006,551.15,4.70,14.33,115.70,0.98,0.12,1.77,25.73
2,Bihar,907,Patna,2007,549.97,4.70,13.62,116.52,0.98,0.12,1.76,35.24
2,Bihar,907,Patna,2008,549.97,4.70,13.53,119.26,0.97,0.11,1.76,32.37
2,Bihar,907,Patna,2009,549.97,4.70,13.53,122.29,0.97,0.11,1.76,102.72
2,Bihar,907,Patna,2010,549.97,4.70,13.53,123.28,0.97,0.11,1.76,95.63
2,Bihar,907,Patna,2011,549.97,4.70,13.53,124.18,0.97,0.11,1.75,92.94
2,Bihar,908,Monghyr,1966,1018.40,91.00,129.70,85.60,30.40,6.70,38.10,223.00
2,Bihar,908,Monghyr,1967,1018.40,112.60,91.30,91.00,42.00,5.90,41.30,106.40
2,Bihar,908,Monghyr,1968,1018.40,140.90,84.80,96.40,32.30,4.90,43.20,92.40
2,Bihar,908,Monghyr,1969,971.80,134.40,121.00,87.80,25.20,5.20,34.20,87.60
2,Bihar,908,Monghyr,1970,971.80,134.40,80.90,92.60,25.00,5.70,40.20,114.60
2,Bihar,908,Monghyr,1971,971.80,134.40,81.10,92.80,25.00,5.70,40.10,124.50
2,Bihar,908,Monghyr,1972,971.80,134.90,83.30,95.00,25.30,6.00,41.00,147.40
2,Bihar,908,Monghyr,1973,971.70,134.90,77.30,91.50,23.70,5.40,45.90,98.40
2,Bihar,908,Monghyr,1974,971.70,135.30,73.30,96.10,26.40,4.80,42.50,104.20
2,Bihar,908,Monghyr,1975,971.70,137.40,72.00,103.60,24.90,5.10,42.90,106.30
2,Bihar,908,Monghyr,1976,971.70,126.60,67.80,100.30,25.20,5.20,41.20,105.40
2,Bihar,908,Monghyr,1977,971.70,126.30,79.30,98.50,23.30,3.10,37.00,87.00
2,Bihar,908,Monghyr,1978,971.70,129.30,75.90,99.60,23.70,3.10,37.80,95.90
2,Bihar,908,Monghyr,1979,971.70,131.70,81.70,101.20,24.30,3.30,33.30,124.90
2,Bihar,908,Monghyr,1980,971.70,129.10,80.00,101.30,23.20,3.50,33.90,87.60
2,Bihar,908,Monghyr,1981,971.70,135.50,81.60,101.70,23.30,3.10,34.00,131.50
2,Bihar,908,Monghyr,1982,971.70,135.50,81.60,103.00,19.60,3.20,39.90,133.60
2,Bihar,908,Monghyr,1983,971.70,135.50,81.60,110.20,19.10,3.40,39.00,112.90
2,Bihar,908,Monghyr,1984,971.70,135.50,81.60,119.30,18.00,3.40,38.60,115.90
2,Bihar,908,Monghyr,1985,971.70,135.50,81.60,123.40,17.20,3.10,39.00,112.10
2,Bihar,908,Monghyr,1986,971.70,134.80,81.60,123.40,16.30,2.60,41.40,125.30
2,Bihar,908,Monghyr,1987,971.70,134.80,76.60,134.70,16.30,1.90,45.60,110.00
2,Bihar,908,Monghyr,1988,971.70,134.80,76.60,134.70,16.30,1.90,45.60,110.00
2,Bihar,908,Mungair,1989,1131.94,134.82,81.64,136.77,15.73,1.85,46.33,93.15
2,Bihar,908,Monghyr,1990,971.70,134.80,81.60,139.90,15.30,1.70,45.00,84.40
2,Bihar,908,Monghyr,1991,971.70,134.80,81.60,140.60,14.20,2.30,39.00,76.90
2,Bihar,908,Monghyr,1992,971.70,134.90,80.40,142.70,14.60,2.20,46.30,105.80
2,Bihar,908,Monghyr,1993,971.70,134.90,80.40,143.70,13.90,2.20,45.30,92.70
2,Bihar,908,Monghyr,1994,971.70,134.90,80.40,113.80,13.60,2.20,49.30,91.90
2,Bihar,908,Munger,1995,891.77,134.83,80.43,161.38,13.64,2.29,44.87,114.31
2,Bihar,908,Munger,1996,971.76,134.83,80.43,163.65,13.21,2.29,43.64,111.66
2,Bihar,908,Munger,1997,972.00,135.00,81.00,163.00,14.00,2.00,41.00,109.00
2,Bihar,908,Munger,1998,971.30,134.83,80.88,166.00,14.00,2.07,36.00,107.00
2,Bihar,908,Monghyr,1999,971.76,134.83,80.43,167.37,13.15,2.29,37.19,117.68
2,Bihar,908,Monghyr,2000,972.93,134.83,80.43,164.20,13.15,2.29,37.16,100.42
2,Bihar,908,Monghyr,2001,972.93,134.83,80.43,164.66,13.15,2.28,37.15,106.41
2,Bihar,908,Monghyr,2002,972.93,134.83,80.42,164.86,13.13,2.27,37.05,93.36
2,Bihar,908,Monghyr,2003,972.93,134.83,80.41,165.08,13.07,2.25,36.99,87.70
2,Bihar,908,Monghyr,2004,972.93,134.83,80.41,165.21,13.06,2.25,36.92,117.16
2,Bihar,908,Monghyr,2005,972.94,134.82,80.39,165.31,13.06,2.24,36.80,127.95
2,Bihar,908,Mungair,2006,971.76,134.83,80.38,165.34,13.05,2.24,34.93,111.73
2,Bihar,908,Mungair,2007,972.93,134.83,79.59,165.87,13.03,2.23,34.79,105.29
2,Bihar,908,Mungair,2008,972.94,134.83,79.59,167.61,12.88,2.18,29.27,120.18
2,Bihar,908,Mungair,2009,972.93,134.83,79.59,173.01,12.87,2.15,29.18,143.30
2,Bihar,908,Monghyr,2010,972.93,134.83,79.59,174.07,12.86,2.15,29.17,148.04
2,Bihar,908,Monghyr,2011,972.93,134.83,79.59,174.25,12.86,2.15,29.01,122.21
2,Bihar,909,Bhagalpur,1966,559.90,51.20,63.60,57.90,19.60,7.60,20.70,71.70
2,Bihar,909,Bhagalpur,1967,559.90,49.40,67.60,59.10,19.20,5.70,20.40,58.50
2,Bihar,909,Bhagalpur,1968,559.90,49.40,71.90,54.40,21.10,5.60,24.40,52.60
2,Bihar,909,Bhagalpur,1969,559.90,49.10,81.10,53.00,18.00,4.90,21.60,47.10
2,Bihar,909,Bhagalpur,1970,559.90,45.50,72.10,49.40,17.60,4.90,17.30,48.20
2,Bihar,909,Bhagalpur,1971,559.90,46.90,76.80,46.70,16.70,4.00,19.30,51.50
2,Bihar,909,Bhagalpur,1972,559.90,45.70,70.50,50.00,15.60,5.30,21.80,65.30
2,Bihar,909,Bhagalpur,1973,559.90,40.70,71.20,53.70,17.70,6.80,21.40,46.90
2,Bihar,909,Bhagalpur,1974,559.90,43.30,67.30,51.40,14.70,3.10,21.70,42.20
2,Bihar,909,Bhagalpur,1975,559.90,49.20,66.10,57.40,20.50,3.10,20.40,44.70
2,Bihar,909,Bhagalpur,1976,559.90,50.10,64.90,54.90,19.60,3.60,21.50,53.90
2,Bihar,909,Bhagalpur,1977,559.90,56.10,67.60,53.60,21.70,3.80,19.40,42.60
2,Bihar,909,Bhagalpur,1978,559.90,47.30,69.70,56.50,20.80,3.80,18.90,41.60
2,Bihar,909,Bhagalpur,1979,559.90,49.20,69.00,56.40,20.70,3.60,20.20,53.10
2,Bihar,909,Bhagalpur,1980,559.90,49.30,69.20,56.40,20.40,5.10,21.50,45.00
2,Bihar,909,Bhagalpur,1981,559.90,48.80,65.80,56.70,20.10,5.10,21.30,59.50
2,Bihar,909,Bhagalpur,1982,559.90,48.80,65.80,57.80,15.50,5.00,23.50,63.60
2,Bihar,909,Bhagalpur,1983,559.90,48.80,65.80,78.30,15.50,5.10,23.20,64.90
2,Bihar,909,Bhagalpur,1984,559.90,48.80,65.80,78.30,15.20,5.10,22.90,52.00
2,Bihar,909,Bhagalpur,1985,559.90,48.80,65.80,88.90,15.20,4.90,24.90,46.80
2,Bihar,909,Bhagalpur,1986,559.90,48.80,65.80,88.90,15.20,5.80,24.40,47.60
2,Bihar,909,Bhagalpur,1987,559.90,48.80,65.80,88.80,15.20,4.00,25.30,53.60
2,Bihar,909,Bhagalpur,1988,559.90,48.80,65.80,88.80,15.20,4.00,25.30,53.60
2,Bihar,909,Bhagalpur,1989,558.90,48.84,65.81,90.20,15.11,3.95,22.76,38.61
2,Bihar,909,Bhagalpur,1990,559.90,46.90,65.80,90.40,14.40,3.40,20.30,46.30
2,Bihar,909,Bhagalpur,1991,559.90,46.40,65.80,93.20,11.30,3.40,20.20,41.50
2,Bihar,909,Bhagalpur,1992,559.90,46.40,65.80,90.40,14.30,3.30,19.90,54.90
2,Bihar,909,Bhagalpur,1993,559.90,46.40,65.70,90.50,14.00,3.00,18.70,51.10
2,Bihar,909,Bhagalpur,1994,559.90,46.40,65.70,81.10,11.50,2.90,9.10,38.60
2,Bihar,909,Bhagalpur,1995,559.92,46.38,65.71,99.35,11.48,2.79,7.14,36.13
2,Bihar,909,Bhagalpur,1996,559.92,46.39,65.71,104.95,11.48,2.67,7.02,25.95
2,Bihar,909,Bhagalpur,1997,560.00,46.00,66.00,105.00,11.00,3.00,7.00,24.00
2,Bihar,909,Bhagalpur,1998,560.30,46.00,65.62,109.19,10.00,3.00,7.00,14.00
2,Bihar,909,Bhagalpur,1999,559.92,46.39,65.71,109.42,10.34,2.37,6.80,14.28
2,Bihar,909,Bhagalpur,2000,559.92,46.39,65.71,108.39,10.34,2.36,5.69,7.81
2,Bihar,909,Bhagalpur,2001,559.92,46.39,65.71,108.56,10.34,2.36,5.68,5.50
2,Bihar,909,Bhagalpur,2002,559.92,46.39,65.70,108.62,10.33,2.36,5.65,4.95
2,Bihar,909,Bhagalpur,2003,559.92,46.39,65.69,108.71,10.31,2.35,5.63,7.52
2,Bihar,909,Bhagalpur,2004,559.92,46.39,65.69,108.77,10.30,2.34,5.59,16.02
2,Bihar,909,Bhagalpur,2005,559.92,46.39,65.69,108.77,10.30,2.34,5.58,14.39
2,Bihar,909,Bhagalpur,2006,559.92,46.39,65.69,108.79,10.29,2.34,4.41,9.55
2,Bihar,909,Bhagalpur,2007,559.92,46.39,65.36,109.27,10.29,1.72,4.39,7.21
2,Bihar,909,Bhagalpur,2008,559.92,46.39,65.36,111.24,10.20,1.71,16.14,26.76
2,Bihar,909,Bhagalpur,2009,559.92,46.39,65.36,112.38,10.19,1.71,16.10,39.26
2,Bihar,909,Bhagalpur,2010,559.92,46.39,65.36,112.81,10.19,1.70,16.10,66.77
2,Bihar,909,Bhagalpur,2011,559.92,46.39,65.36,113.04,10.19,1.70,16.16,51.51
2,Bihar,910,Santhal Paragana,1966,1421.60,144.50,120.10,109.80,126.50,58.70,125.00,185.20
2,Bihar,910,Santhal Paragana,1967,1421.60,146.90,97.30,109.00,101.30,59.80,152.00,211.70
2,Bihar,910,Santhal Paragana,1968,1421.70,139.60,96.90,111.80,100.20,61.40,140.20,181.70
2,Bihar,910,Santhal Paragana,1969,1421.60,145.80,95.90,118.30,100.20,62.00,131.70,170.80
2,Bihar,910,Santhal Paragana,1970,1421.60,145.90,95.70,113.00,97.30,63.20,130.20,188.90
2,Bihar,910,Santhal Paragana,1971,1421.60,138.40,86.60,116.60,95.70,59.60,136.40,225.70
2,Bihar,910,Santhal Paragana,1972,1421.60,140.30,88.90,112.90,97.90,59.80,151.80,308.30
2,Bihar,910,Santhal Paragana,1973,1421.60,134.10,89.40,110.60,94.30,60.50,134.50,173.80
2,Bihar,910,Santhal Paragana,1974,1421.60,143.50,84.90,108.20,93.50,59.90,145.00,183.90
2,Bihar,910,Santhal Paragana,1975,1421.60,143.50,84.90,108.20,94.70,59.90,143.40,131.40
2,Bihar,910,Santhal Paragana,1976,1421.60,142.70,87.10,108.20,94.70,59.90,157.10,188.80
2,Bihar,910,Santhal Paragana,1977,1421.60,142.30,82.90,103.20,90.80,57.60,130.70,158.60
2,Bihar,910,Santhal Paragana,1978,1421.60,140.40,83.20,109.40,87.60,58.90,141.00,201.50
2,Bihar,910,Santhal Paragana,1979,1421.60,140.30,83.10,111.10,85.20,58.90,141.70,246.00
2,Bihar,910,Santhal Paragana,1980,1421.60,140.90,82.50,111.10,83.60,58.90,145.10,176.90
