STCODE,STNAME,DIST,DISTNAME,YEAR,RICE_TA,RICE_TQ,WHT_TA,WHT_TQ,SORG_KA,SORG_KQ,SORG_RA,SORG_RQ,SORG_TA,SORG_TQ,PMLT_TA,PMLT_TQ,MAIZ_TA,MAIZ_TQ,FMLT_TA,FMLT_TQ,BRLY_TA,BRLY_TQ,CERL_TA,CERL_TQ,CPEA_TA,CPEA_TQ,PPEA_TA,PPEA_TQ,MPUL_TA,PULS_TA,PULS_TQ,GNUT_TA,GNUT_TQ,SESA_TA,SESA_TQ,RM_TA,RM_TQ,SAFF_TA,SAFF_TQ,CAST_TA,CAST_TQ,LINS_TA,LINS_TQ,SUNF_TA,SUNF_TQ,SOYA_TA,SOYA_TQ,OILS_TA,OILS_TQ,SCAN_TA,SGUR_TQ,COTN_TA,COTN_TQ,FRUT_TA,VEGT_TA,TFV_TA,POTA_TA,ONIO_TA
2,Bihar,901,Champaran,1966,389.49,159.79,76.45,41.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.56,22.18,1.65,0.61,71.94,28.53,582.15,-1.00,8.29,4.11,9.55,6.53,63.32,81.16,-1.00,0.05,0.03,0.99,0.33,8.17,2.57,0.01,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.33,-1.00,46.20,150.80,0.00,0.00,17.14,16.58,33.72,4.28,1.22
2,Bihar,901,Champaran,1967,430.45,338.03,98.85,84.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.37,37.56,1.82,0.99,73.87,47.83,666.16,-1.00,8.49,4.03,11.29,11.43,61.15,80.93,-1.00,0.08,0.07,1.03,0.39,8.94,4.97,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.51,-1.00,38.05,127.60,0.00,0.00,16.09,18.91,35.00,4.79,1.39
2,Bihar,901,Champaran,1968,450.45,371.31,113.13,108.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.01,33.87,1.60,0.56,60.16,32.78,679.80,-1.00,6.10,2.59,10.51,10.57,56.50,73.11,-1.00,0.07,0.03,1.77,0.45,10.27,4.48,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.06,-1.00,46.11,193.30,0.00,0.00,17.35,21.81,39.16,7.04,1.69
2,Bihar,901,Champaran,1969,467.07,286.41,131.65,159.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80,28.77,1.56,0.46,54.02,29.92,708.12,-1.00,6.10,2.56,10.51,10.57,52.53,69.14,-1.00,0.03,0.02,1.89,0.60,10.98,7.27,0.00,-1.00,0.00,0.00,0.00,0.00,0.12,0.06,0.00,0.00,21.67,-1.00,52.69,216.80,0.00,0.00,16.09,19.39,35.48,7.10,1.63
2,Bihar,901,Champaran,1970,425.50,346.06,131.65,142.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.71,52.13,1.48,0.85,45.74,31.88,718.94,-1.00,3.71,1.40,10.29,6.90,50.19,64.19,-1.00,0.01,0.03,1.01,0.39,10.98,7.28,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.44,-1.00,56.30,251.50,0.00,0.00,18.38,21.10,39.48,7.30,1.78
2,Bihar,901,champaran,1971,447.35,373.39,140.52,229.13,0.01,0.00,0.00,0.00,0.01,0.00,0.07,0.03,36.64,17.61,1.28,0.60,39.25,32.38,740.40,697.53,3.29,1.56,8.93,8.83,53.93,66.16,34.15,0.02,0.02,1.07,0.54,10.73,6.86,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.51,-1.00,51.10,183.90,0.00,0.00,18.08,20.50,38.58,6.96,1.56
2,Bihar,901,champaran,1972,435.38,358.86,306.58,328.86,0.02,0.01,0.00,0.00,0.02,0.01,0.07,0.04,39.89,58.23,1.60,0.92,32.00,19.30,878.08,803.27,4.17,2.08,8.71,9.57,149.34,162.22,26.57,0.09,0.07,1.42,0.62,10.60,6.16,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.75,-1.00,50.20,200.70,0.00,0.00,16.63,21.76,38.39,7.66,1.76
2,Bihar,901,Champaran,1973,433.35,322.51,129.65,257.18,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.02,44.81,46.04,1.25,0.79,34.79,15.84,702.48,671.87,3.13,1.78,7.56,5.03,-1.00,-1.00,21.64,0.03,0.02,1.59,0.59,8.00,4.04,0.00,-1.00,0.16,0.10,8.13,5.21,0.00,0.00,0.00,0.00,18.65,9.93,48.43,165.15,0.00,0.25,17.42,20.26,37.68,7.23,1.74
2,Bihar,901,Champaran,1974,412.52,349.26,137.09,194.73,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.03,38.19,27.10,1.28,0.62,34.00,27.18,686.66,635.42,2.65,1.85,7.01,5.64,47.51,57.16,27.10,0.07,0.07,1.20,0.40,9.42,4.87,0.00,-1.00,0.06,0.04,9.32,4.37,0.00,0.00,0.00,0.00,19.90,9.66,50.54,184.98,0.00,0.00,17.34,21.55,38.89,8.01,1.64
2,Bihar,901,Champaran,1975,418.97,345.63,168.31,215.66,0.02,0.01,0.00,0.00,0.02,0.01,0.14,0.08,37.03,44.97,1.67,0.62,28.92,18.22,716.88,665.95,2.06,1.12,6.12,6.12,46.06,54.23,27.11,0.03,0.03,1.11,0.24,8.82,6.98,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00,0.00,0.00,19.06,-1.00,53.01,227.45,0.00,0.00,17.18,22.43,39.61,8.36,1.95
2,Bihar,901,Champaran,1976,438.59,369.11,152.70,221.53,0.00,0.02,0.00,0.00,0.00,0.02,-1.00,0.16,35.97,43.53,1.66,1.15,25.75,15.84,753.73,685.02,1.91,0.72,6.80,4.47,98.99,107.70,17.96,0.10,0.10,1.03,0.42,9.89,7.87,0.00,-1.00,0.05,0.04,8.57,2.17,0.00,0.00,0.00,0.00,19.77,10.50,51.00,164.90,0.00,0.00,17.66,21.67,39.34,8.35,1.53
2,Bihar,901,Champaran,1977,437.91,356.81,158.85,182.30,0.00,0.02,0.00,0.00,0.00,0.02,-1.00,0.11,38.37,57.74,1.55,1.29,22.10,14.96,720.24,652.84,3.12,2.59,8.12,4.67,69.59,80.82,25.05,0.10,0.10,1.22,0.21,9.89,7.87,0.00,-1.00,0.05,0.02,7.97,2.29,0.00,0.00,0.00,0.00,18.55,7.85,57.00,274.20,0.00,0.00,16.56,22.92,39.48,8.63,1.76
2,Bihar,901,Champaran,1978,431.00,371.00,165.00,208.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,39.00,1.50,1.07,13.00,20.00,667.80,-1.00,3.00,2.00,6.86,5.00,43.29,53.15,-1.00,0.11,0.11,1.06,0.22,8.52,4.74,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.86,-1.00,51.00,147.80,0.00,0.00,17.25,23.17,40.42,9.96,1.87
2,Bihar,901,Champaran,1979,430.00,368.00,162.00,182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,48.00,1.41,0.86,20.00,11.00,657.08,-1.00,2.00,2.00,6.32,5.30,44.14,52.46,-1.00,0.11,0.06,1.07,0.23,8.70,4.82,0.00,-1.00,0.00,0.00,0.00,0.00,0.87,0.59,0.00,0.00,18.56,-1.00,52.00,164.10,0.00,0.00,17.55,23.46,41.01,10.07,2.15
2,Bihar,901,Champaran,1980,427.00,507.00,154.00,213.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,55.00,1.29,1.05,18.00,15.00,643.53,775.52,1.00,1.00,8.50,11.66,44.67,54.17,45.03,0.03,0.04,0.90,0.40,7.88,4.50,0.03,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.42,8.96,46.00,128.30,0.00,0.00,17.00,21.96,38.96,9.29,1.82
2,Bihar,901,Champaran,1981,425.00,419.00,141.00,186.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,47.00,2.76,2.48,17.00,12.00,624.11,665.58,4.00,3.00,6.73,8.10,43.88,54.61,30.61,0.03,0.02,0.97,0.27,0.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.52,9.13,51.00,170.70,0.00,0.00,16.45,22.56,39.01,9.89,1.94
2,Bihar,901,Champaran,1982,405.11,323.19,138.43,205.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.77,67.36,1.05,0.60,14.60,11.10,600.66,604.42,1.38,1.01,6.34,8.21,38.25,45.97,28.18,0.07,0.07,0.80,0.30,7.59,1.79,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-1.00,56.32,185.24,0.00,0.00,16.47,22.95,39.42,10.21,1.82
2,Bihar,901,Champaran,1983,415.00,495.83,145.16,215.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.93,63.90,1.29,0.87,11.62,8.52,611.17,790.73,1.64,1.51,6.67,8.07,33.71,42.02,29.09,0.07,0.07,0.74,0.37,7.87,3.88,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,16.45,7.95,52.46,174.15,0.00,0.00,16.63,22.10,38.73,9.72,1.66
2,Bihar,901,Champaran,1984,421.36,485.13,153.60,287.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.89,52.84,1.02,0.83,9.87,7.75,620.16,837.25,1.51,1.26,5.83,9.57,40.17,47.51,39.95,0.09,0.10,0.65,0.24,7.67,3.93,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.66,7.91,49.86,185.20,0.00,0.00,17.57,21.99,39.56,9.54,2.05
2,Bihar,901,Champaran,1985,427.50,521.20,166.31,274.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.60,40.08,0.87,0.92,9.50,8.94,634.02,839.28,1.14,0.96,6.45,11.14,40.31,47.90,41.56,0.05,0.04,0.47,0.17,7.21,8.62,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.62,10.53,57.75,204.90,0.00,0.00,18.18,20.31,38.49,9.12,2.48
2,Bihar,901,Champaran,1986,420.00,484.50,164.31,271.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.96,58.09,0.97,0.65,7.61,5.92,623.10,737.33,0.97,0.78,6.75,10.64,39.70,47.42,38.57,0.01,0.01,0.58,0.24,7.34,6.48,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.12,15.39,9.28,49.86,167.80,0.00,0.00,16.53,21.20,37.72,9.30,2.00
2,Bihar,901,Champaran,1987,450.04,492.36,211.30,364.31,0.03,0.02,0.00,0.00,0.03,0.02,0.15,0.08,66.31,96.08,3.40,1.96,6.28,5.13,739.49,960.86,0.79,0.60,6.14,7.61,34.05,40.98,-1.00,0.06,0.05,0.42,0.14,6.86,6.85,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.67,9.83,49.86,167.80,0.00,0.00,15.70,23.07,38.77,11.22,1.78
2,Bihar,901,Champaran,1988,488.45,682.63,216.17,381.73,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.03,74.35,151.01,2.93,2.11,4.69,4.75,788.94,1224.41,0.77,0.63,6.33,6.59,33.56,40.66,-1.00,0.09,0.09,0.34,0.09,6.60,5.35,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.38,8.44,61.40,266.19,0.02,0.01,13.75,19.14,32.89,10.31,1.74
2,Bihar,901,Champaran,1989,453.76,579.80,211.25,360.94,0.04,0.02,0.00,0.00,0.04,0.02,0.04,0.02,70.47,153.96,3.51,2.08,3.41,4.66,744.24,1102.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.07,0.07,0.49,0.13,7.32,5.40,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.04,8.32,64.32,374.66,0.00,0.00,15.07,22.26,37.33,10.33,1.98
2,Bihar,901,Champaran,1990,450.50,532.95,204.98,386.61,0.03,0.02,0.00,0.00,0.03,0.02,0.08,0.04,66.53,139.94,2.66,2.15,5.10,5.28,732.51,1069.64,1.55,1.44,5.12,7.27,81.09,87.76,61.04,0.00,0.02,0.81,0.48,11.65,7.93,-1.00,-1.00,0.01,0.00,8.95,4.95,-1.00,-1.00,0.00,0.00,21.35,9.85,67.42,384.72,0.03,0.00,16.79,28.20,45.00,17.76,2.24
2,Bihar,901,Champaran,1991,480.08,547.80,220.60,412.16,0.05,0.02,0.00,0.00,0.05,0.02,0.09,0.04,66.71,146.34,3.13,2.17,4.44,4.14,769.84,963.77,1.28,1.77,5.24,10.32,74.60,81.12,53.87,0.00,0.02,0.53,0.14,11.79,10.61,-1.00,-1.00,0.01,0.01,8.01,3.84,-1.00,-1.00,0.00,0.00,20.54,10.30,69.74,372.70,0.02,0.01,16.51,27.78,44.29,16.10,2.32
2,Bihar,901,Champaran,1992,457.58,453.04,263.25,498.18,0.10,0.06,0.00,0.00,0.10,0.06,0.10,0.04,65.06,137.73,2.52,2.10,2.91,3.09,793.50,1140.11,1.48,1.33,6.13,8.50,71.77,79.38,3.09,0.00,0.01,0.45,0.15,11.85,6.66,-1.00,-1.00,0.01,0.01,7.83,2.44,-1.00,-1.00,0.00,0.00,20.26,4.19,60.92,305.27,0.02,0.00,16.39,29.47,45.86,16.00,2.20
2,Bihar,901,Champaran,1993,467.99,694.06,241.99,500.48,0.08,0.05,0.00,0.00,0.08,0.05,0.12,0.07,56.34,139.14,2.44,1.78,3.11,4.06,768.72,1287.37,0.52,0.48,5.32,5.17,68.32,74.16,26.79,0.00,0.02,0.61,0.18,13.32,9.42,-1.00,-1.00,0.00,0.00,10.16,3.16,-1.00,-1.00,0.00,0.00,24.44,-1.00,61.83,212.41,0.01,0.00,21.63,30.50,52.13,16.74,2.27
2,Bihar,901,Champaran,1994,423.72,462.61,218.24,473.86,0.02,0.01,0.00,0.00,0.02,0.01,0.09,0.06,65.27,139.59,3.21,2.19,1.60,1.91,485.23,774.63,0.68,0.70,5.47,7.16,-1.00,-1.00,-1.00,0.09,0.10,0.50,0.16,12.16,8.82,-1.00,-1.00,0.02,0.01,6.20,1.90,-1.00,-1.00,0.00,0.00,-1.00,-1.00,60.37,324.50,0.02,0.01,-1.00,-1.00,-1.00,16.34,1.85
2,Bihar,901,Champaran,1995,505.88,746.79,142.53,249.78,0.12,0.07,0.00,0.00,0.12,0.07,0.02,0.01,37.79,81.60,-1.00,-1.00,1.60,1.75,689.94,1080.79,0.73,0.51,3.43,3.07,54.90,59.06,35.32,0.00,0.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2,Bihar,901,Champaran,1996,245.18,317.59,142.19,310.14,0.01,0.01,0.00,0.00,0.01,0.01,0.02,0.01,74.35,127.99,5.56,4.85,1.30,1.79,470.06,763.00,0.58,0.56,3.00,3.65,57.00,60.58,42.01,0.00,0.00,0.09,0.04,9.72,5.45,0.00,0.00,-1.00,-1.00,3.43,1.43,1.25,1.17,-1.00,-1.00,14.49,8.09,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2,Bihar,901,Champaran,1997,471.92,769.00,219.24,478.54,0.02,0.02,0.00,0.00,0.02,0.02,0.05,0.03,75.43,192.97,2.70,2.64,3.43,4.92,773.89,1448.57,0.91,0.76,8.84,14.15,40.28,50.02,41.83,-1.00,-1.00,0.50,0.27,20.45,14.64,-1.00,-1.00,-1.00,-1.00,9.13,5.37,4.34,3.87,-1.00,-1.00,29.35,23.03,57.00,312.90,-1.00,-1.00,-1.00,-1.00,-1.00,16.00,-1.00
2,Bihar,901,Champaran,1998,460.55,651.64,231.31,486.42,0.01,0.01,0.00,0.00,0.01,0.01,0.05,0.03,77.87,220.09,2.94,3.23,3.10,4.40,776.32,1366.07,0.33,0.36,8.77,18.37,44.18,53.26,47.05,-1.00,-1.00,0.50,0.27,20.45,14.64,-1.00,-1.00,-1.00,-1.00,9.13,5.37,4.34,3.87,-1.00,-1.00,35.90,25.39,57.00,292.80,-1.00,-1.00,19.11,35.05,54.17,16.24,1.93
2,Bihar,901,Champaran,1999,274.00,755.00,235.38,564.79,2.71,3.46,0.00,0.00,2.71,3.46,0.06,0.04,70.00,177.00,2.62,2.86,-1.00,-1.00,483.29,1050.62,0.14,0.14,8.28,10.84,37.87,43.63,30.93,0.00,0.00,0.52,0.26,19.12,13.21,0.03,0.02,0.00,0.00,3.86,2.10,3.26,3.11,-1.00,-1.00,20.64,14.54,47.00,222.20,-1.00,-1.00,19.29,33.20,52.49,14.56,1.93
2,Bihar,901,Champaran,2000,463.00,737.00,249.00,623.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.09,74.00,233.00,1.72,1.83,1.50,1.45,790.52,1606.57,0.00,0.00,10.00,16.00,51.60,61.60,58.86,0.00,0.00,0.65,0.46,24.90,20.22,0.03,0.03,0.00,0.00,2.08,1.68,1.70,2.65,-1.00,-1.00,-1.00,-1.00,48.00,223.70,-1.00,-1.00,18.13,31.67,49.81,16.42,1.75
2,Bihar,901,Champaran,2001,449.00,639.00,251.00,551.00,0.08,0.07,0.00,0.00,0.08,0.07,0.07,0.05,71.00,239.00,1.66,1.10,1.47,2.63,774.99,1409.65,0.00,0.00,7.00,12.00,42.07,49.07,36.21,0.02,0.01,0.66,0.42,19.38,14.52,0.03,0.02,0.00,0.00,5.06,3.63,2.24,2.72,-1.00,-1.00,-1.00,-1.00,66.00,321.30,-1.00,-1.00,18.22,29.26,47.48,15.75,1.77
2,Bihar,901,Champaran,2002,438.00,676.00,211.00,395.00,0.21,0.21,0.00,0.00,0.21,0.21,0.12,0.12,69.00,250.00,1.68,1.00,0.44,0.42,723.63,1347.42,0.00,0.00,9.00,8.00,38.60,47.60,29.92,0.00,0.00,0.54,0.31,21.28,11.97,0.00,0.00,0.00,0.00,1.25,0.94,3.27,4.00,-1.00,-1.00,-1.00,-1.00,62.00,286.10,-1.00,-1.00,16.12,35.59,51.71,17.45,1.86
2,Bihar,901,Champaran,2003,408.04,586.31,209.49,325.25,0.08,0.08,0.00,0.00,0.08,0.08,0.04,0.05,72.00,251.00,0.87,0.69,0.58,0.66,691.65,1164.18,0.00,0.00,7.00,10.00,47.21,55.17,37.62,0.00,0.00,0.40,0.29,19.86,15.29,0.04,0.03,0.00,0.00,1.97,1.55,3.35,4.56,-1.00,-1.00,-1.00,-1.00,61.00,261.80,-1.00,-1.00,8.22,42.35,50.58,17.01,1.82
2,Bihar,901,Champaran,2004,433.42,331.63,216.58,457.31,0.09,0.10,0.00,0.00,0.09,0.10,0.05,0.05,69.24,237.28,0.89,1.07,0.71,0.90,721.13,1024.36,0.21,0.17,6.70,8.53,51.80,58.71,42.07,0.00,0.00,0.52,0.40,19.77,7.57,0.04,0.03,0.01,0.01,2.12,1.79,3.72,5.29,0.00,0.00,23.33,9.69,61.66,260.28,-1.00,-1.00,16.59,35.98,52.57,17.02,1.86
2,Bihar,901,Champaran,2005,438.94,490.22,230.95,232.36,0.14,0.15,0.00,0.00,0.14,0.15,0.14,0.15,43.69,118.28,1.48,1.00,0.72,0.49,716.27,842.81,0.12,0.11,0.43,0.21,50.48,51.03,27.99,0.00,0.00,0.74,0.59,19.72,13.30,0.04,0.03,0.01,0.01,3.40,2.93,5.90,7.38,-1.00,-1.00,29.76,24.20,-1.00,-1.00,-1.00,-1.00,16.65,35.07,51.72,16.63,1.84
2,Bihar,901,Champaran,2006,460.08,423.70,218.94,412.03,0.10,0.11,0.00,0.00,0.10,0.11,0.05,0.06,62.61,149.17,0.71,0.58,0.68,0.75,745.20,1005.41,0.13,0.11,7.87,13.41,64.18,72.17,51.92,0.00,0.00,0.46,0.36,20.25,23.45,0.04,0.03,0.01,0.01,2.11,1.79,3.61,4.65,-1.00,-1.00,26.43,30.25,-1.00,-1.00,-1.00,-1.00,16.62,37.92,54.55,18.63,1.96
2,Bihar,901,Champaran,2007,496.08,295.24,239.88,666.34,0.10,0.11,0.00,0.00,0.10,0.11,0.05,0.05,61.25,226.57,0.66,0.58,0.72,0.72,798.74,1189.61,0.29,0.28,10.43,8.17,43.23,53.95,37.21,0.00,0.00,0.52,0.40,20.05,18.92,0.09,0.08,0.00,0.00,2.19,1.85,5.07,6.32,-1.00,-1.00,27.83,27.50,61.67,247.10,-1.00,-1.00,17.23,39.14,56.35,18.10,2.22
2,Bihar,901,Champaran,2008,459.26,703.51,234.08,479.45,0.11,0.12,0.00,0.00,0.11,0.12,0.05,0.05,26.71,66.58,0.74,0.70,1.25,1.11,722.21,1251.53,0.10,0.12,7.25,12.30,26.39,33.75,37.26,0.00,0.00,0.56,0.44,21.54,16.18,0.09,0.08,0.00,0.00,1.84,1.55,5.57,7.41,-1.00,-1.00,-1.00,-1.00,64.70,297.83,-1.00,-1.00,17.43,36.57,53.99,16.75,2.18
2,Bihar,901,Champaran,2009,447.25,394.73,209.75,304.30,0.10,0.12,0.00,0.00,0.10,0.12,0.05,0.05,0.00,0.00,1.09,0.82,0.63,0.69,737.75,878.17,0.22,0.22,7.27,9.05,45.04,52.53,41.05,0.00,0.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,70.30,302.08,-1.00,-1.00,16.38,39.19,55.55,17.46,2.30
2,Bihar,902,Muzaffarpur,1966,301.28,64.72,59.95,22.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.69,81.30,9.67,5.41,55.71,16.96,512.28,-1.00,9.76,4.08,13.95,9.55,89.07,112.78,-1.00,0.00,0.00,0.19,0.06,4.49,1.27,0.02,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.44,-1.00,14.10,26.30,0.00,0.00,24.38,43.88,68.26,10.97,2.02
2,Bihar,902,Muzaffarpur,1967,338.38,204.41,60.48,45.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.78,95.30,10.99,13.22,52.56,33.89,557.88,-1.00,7.21,3.28,13.38,13.54,101.71,122.30,-1.00,0.00,0.00,0.20,0.06,5.01,3.87,0.04,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.74,-1.00,9.40,27.60,0.00,0.00,25.63,46.32,71.95,10.56,2.02
2,Bihar,902,Muzaffarpur,1968,344.64,224.53,62.57,63.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.96,85.93,9.62,7.45,42.81,23.23,573.58,-1.00,5.18,2.11,12.46,12.52,101.59,119.23,-1.00,0.01,0.01,0.30,0.10,5.08,3.76,0.05,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.07,-1.00,14.74,46.70,0.00,0.00,25.07,50.67,75.74,12.33,2.14
2,Bihar,902,Muzaffarpur,1969,331.44,173.19,71.66,60.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.53,73.00,9.38,6.08,38.44,21.20,558.56,-1.00,5.18,2.08,12.46,12.52,103.23,120.87,-1.00,0.01,0.01,0.21,0.10,4.93,1.96,0.02,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,-1.00,13.50,39.90,0.00,0.00,25.52,40.59,66.11,11.06,1.69
2,Bihar,902,Muzzafarpur,1970,315.68,277.08,71.67,77.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.90,151.04,10.31,7.20,35.45,21.06,557.27,-1.00,4.37,2.12,12.47,8.70,89.26,106.10,-1.00,0.01,0.00,0.24,0.07,4.93,1.96,0.02,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.27,-1.00,13.90,57.00,0.00,0.00,26.58,42.26,68.84,10.42,1.92
2,Bihar,902,Muzaffarpur,1971,324.78,210.39,93.03,88.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.23,48.06,9.29,4.24,36.11,22.71,653.47,422.42,5.37,2.28,9.94,5.86,93.28,108.59,31.33,0.01,0.00,0.26,0.10,4.82,1.85,0.01,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.86,-1.00,12.60,31.50,0.00,0.04,25.25,37.99,63.24,10.43,2.00
2,Bihar,902,Muzaffarpur,1972,318.20,186.18,95.70,118.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.12,89.16,10.88,8.39,31.98,20.98,666.22,459.87,5.48,2.04,12.18,9.00,57.81,75.47,27.28,0.01,0.00,0.17,0.08,4.76,1.66,0.01,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.23,-1.00,11.20,42.50,0.00,0.01,25.93,42.06,67.99,10.27,1.64
2,Bihar,902,Muzaffarpur,1973,341.46,257.93,84.81,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.89,130.16,12.73,7.98,26.41,18.55,675.59,567.47,4.43,1.71,9.40,4.99,-1.00,-1.00,31.02,0.01,0.00,0.14,0.06,4.13,1.39,0.00,-1.00,0.13,0.08,6.24,4.00,0.00,0.00,0.00,0.00,10.73,5.52,23.44,51.89,0.00,0.03,25.55,43.72,69.27,9.99,1.70
2,Bihar,902,Muzaffarpur,1974,324.04,197.05,102.09,147.01,1.24,0.52,0.00,0.00,1.24,0.52,0.00,0.00,86.36,46.10,10.74,5.76,25.96,16.09,667.84,462.78,4.51,3.18,6.35,6.95,96.42,107.27,32.21,0.01,0.00,0.11,0.03,4.93,3.02,0.00,-1.00,0.13,0.08,5.74,2.89,0.00,0.00,0.00,0.00,11.01,6.03,11.11,38.31,0.00,0.46,26.84,40.64,67.48,10.21,1.14
2,Bihar,902,Muzaffarpur,1975,338.43,245.86,152.64,166.27,0.06,0.03,0.00,0.00,0.06,0.03,0.00,0.00,69.57,51.38,11.11,4.10,19.37,12.97,696.33,533.28,3.31,2.05,5.20,4.43,89.60,98.13,28.84,0.02,0.00,0.16,0.04,5.56,5.16,0.13,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00,0.00,0.00,11.84,-1.00,9.56,30.05,0.00,0.10,26.43,41.27,67.71,11.33,1.30
2,Bihar,902,Muzaffarpur,1976,375.57,351.47,127.37,182.56,0.00,0.28,0.00,0.00,0.00,0.28,-1.00,-1.00,81.99,78.46,11.38,8.55,16.31,7.90,746.93,671.34,3.78,2.05,6.47,4.65,98.28,108.52,17.44,0.00,0.00,0.33,0.07,5.25,3.59,0.02,-1.00,0.33,0.27,6.41,1.62,0.00,0.00,0.00,0.00,12.54,5.56,10.00,30.00,0.00,0.07,27.56,40.71,68.28,12.18,1.18
2,Bihar,902,Muzaffarpur,1977,337.93,257.28,130.69,139.71,0.00,0.03,0.00,0.00,0.00,0.03,-1.00,-1.00,80.46,105.05,13.51,11.70,14.66,9.09,698.70,578.11,3.75,1.90,10.98,6.79,99.49,109.60,30.11,0.00,0.00,0.27,0.05,5.25,3.59,0.01,-1.00,0.10,0.05,6.08,1.73,0.00,0.00,0.00,0.00,12.17,4.34,11.00,34.20,0.00,0.14,27.00,43.49,70.49,11.86,1.49
