STCODE,STNAME,DIST,DISTNAME,YEAR,N_TP,P_TP,K_TP
1,Andhra Pradesh,59,Nalgonda,1966,1511,1461,508
1,Andhra Pradesh,59,Nalgonda,1967,1578,1844,655
1,Andhra Pradesh,59,Nalgonda,1968,1911,1948,718
1,Andhra Pradesh,59,Nalgonda,1969,2096,2795,833
1,Andhra Pradesh,59,Nalgonda,1970,2053,3114,877
1,Andhra Pradesh,59,Nalgonda,1971,2010,3210,890
1,Andhra Pradesh,59,Nalgonda,1972,2080,3170,920
1,Andhra Pradesh,59,Nalgonda,1973,2280,3270,1130
1,Andhra Pradesh,59,Nalgonda,1974,4350,5630,2050
1,Andhra Pradesh,59,Nalgonda,1975,4020,6315,1900
1,Andhra Pradesh,59,Nalgonda,1976,3800,4510,1520
1,Andhra Pradesh,59,Nalgonda,1977,3480,3570,1340
1,Andhra Pradesh,59,Nalgonda,1978,3395,3699,1340
1,Andhra Pradesh,59,Nalgonda,1979,3150,4070,1340
1,Andhra Pradesh,59,Nalgonda,1980,4350,5415,1830
1,Andhra Pradesh,59,Nalgonda,1981,5110,5860,2170
1,Andhra Pradesh,59,Nalgonda,1982,4890,5570,2085
1,Andhra Pradesh,59,Nalgonda,1983,4670,5310,2000
1,Andhra Pradesh,59,Nalgonda,1984,4670,5310,2000
1,Andhra Pradesh,59,Nalgonda,1985,4670,5310,2000
1,Andhra Pradesh,59,Nalgonda,1986,5110,5940,2170
1,Andhra Pradesh,59,Nalgonda,1987,5110,5940,2170
1,Andhra Pradesh,59,Nalgonda,1988,5110,5940,2170
1,Andhra Pradesh,59,Nalgonda,1989,5110,5940,2170
1,Andhra Pradesh,59,Nalgonda,1990,5110,5940,2170
1,Andhra Pradesh,59,Nalgonda,1991,6650,7750,2830
1,Andhra Pradesh,59,Nalgonda,1992,6000,-1,-1
1,Andhra Pradesh,59,Nalgonda,1993,6000,-1,-1
1,Andhra Pradesh,59,Nalgonda,1994,7220,-1,-1
1,Andhra Pradesh,60,Warangal,1966,1511,1461,508
1,Andhra Pradesh,60,Warangal,1967,1578,1844,655
1,Andhra Pradesh,60,Warangal,1968,1911,1948,718
1,Andhra Pradesh,60,Warangal,1969,2096,2795,833
1,Andhra Pradesh,60,Warangal,1970,2053,3114,877
1,Andhra Pradesh,60,Warangal,1971,2010,3210,890
1,Andhra Pradesh,60,Warangal,1972,2080,3170,920
1,Andhra Pradesh,60,Warangal,1973,2280,3270,1130
1,Andhra Pradesh,60,Warangal,1974,4350,5630,2050
1,Andhra Pradesh,60,Warangal,1975,4020,6315,1900
1,Andhra Pradesh,60,Warangal,1976,3800,4510,1520
1,Andhra Pradesh,60,Warangal,1977,3480,3570,1340
1,Andhra Pradesh,60,Warangal,1978,3395,3699,1340
1,Andhra Pradesh,60,Warangal,1979,3150,4070,1340
1,Andhra Pradesh,60,Warangal,1980,4350,5415,1830
1,Andhra Pradesh,60,Warangal,1981,5110,5860,2170
1,Andhra Pradesh,60,Warangal,1982,4890,5570,2085
1,Andhra Pradesh,60,Warangal,1983,4670,5310,2000
1,Andhra Pradesh,60,Warangal,1984,4670,5310,2000
1,Andhra Pradesh,60,Warangal,1985,4670,5310,2000
1,Andhra Pradesh,60,Warangal,1986,5110,5940,2170
1,Andhra Pradesh,60,Warangal,1987,5110,5940,2170
1,Andhra Pradesh,60,Warangal,1988,5110,5940,2170
1,Andhra Pradesh,60,Warangal,1989,5110,5940,2170
1,Andhra Pradesh,60,Warangal,1990,5110,5940,2170
1,Andhra Pradesh,60,Warangal,1991,6650,7750,2830
1,Andhra Pradesh,60,Warangal,1992,6000,-1,-1
1,Andhra Pradesh,60,Warangal,1993,6000,-1,-1
1,Andhra Pradesh,60,Warangal,1994,7220,-1,-1
1,Andhra Pradesh,61,Khammam,1966,1511,1461,508
1,Andhra Pradesh,61,Khammam,1967,1578,1844,655
1,Andhra Pradesh,61,Khammam,1968,1911,1948,718
1,Andhra Pradesh,61,Khammam,1969,2096,2795,833
1,Andhra Pradesh,61,Khammam,1970,2053,3114,877
1,Andhra Pradesh,61,Khammam,1971,2010,3210,890
1,Andhra Pradesh,61,Khammam,1972,2080,3170,920
1,Andhra Pradesh,61,Khammam,1973,2280,3270,1130
1,Andhra Pradesh,61,Khammam,1974,4350,5630,2050
1,Andhra Pradesh,61,Khammam,1975,4020,6315,1900
1,Andhra Pradesh,61,Khammam,1976,3800,4510,1520
1,Andhra Pradesh,61,Khammam,1977,3480,3570,1340
1,Andhra Pradesh,61,Khammam,1978,3395,3699,1340
1,Andhra Pradesh,61,Khammam,1979,3150,4070,1340
1,Andhra Pradesh,61,Khammam,1980,4350,5415,1830
1,Andhra Pradesh,61,Khammam,1981,5110,5860,2170
1,Andhra Pradesh,61,Khammam,1982,4890,5570,2085
1,Andhra Pradesh,61,Khammam,1983,4670,5310,2000
1,Andhra Pradesh,61,Khammam,1984,4670,5310,2000
1,Andhra Pradesh,61,Khammam,1985,4670,5310,2000
1,Andhra Pradesh,61,Khammam,1986,5110,5940,2170
1,Andhra Pradesh,61,Khammam,1987,5110,5940,2170
1,Andhra Pradesh,61,Khammam,1988,5110,5940,2170
1,Andhra Pradesh,61,Khammam,1989,5110,5940,2170
1,Andhra Pradesh,61,Khammam,1990,5110,5940,2170
1,Andhra Pradesh,61,Khammam,1991,6650,7750,2830
1,Andhra Pradesh,61,Khammam,1992,6000,-1,-1
1,Andhra Pradesh,61,Khammam,1993,6000,-1,-1
1,Andhra Pradesh,61,Khammam,1994,7220,-1,-1
1,Andhra Pradesh,62,Karimnagar,1966,1511,1461,508
1,Andhra Pradesh,62,Karimnagar,1967,1578,1844,655
1,Andhra Pradesh,62,Karimnagar,1968,1911,1948,718
1,Andhra Pradesh,62,Karimnagar,1969,2096,2795,833
1,Andhra Pradesh,62,Karimnagar,1970,2053,3114,877
1,Andhra Pradesh,62,Karimnagar,1971,2010,3210,890
1,Andhra Pradesh,62,Karimnagar,1972,2080,3170,920
1,Andhra Pradesh,62,Karimnagar,1973,2280,3270,1130
1,Andhra Pradesh,62,Karimnagar,1974,4350,5630,2050
1,Andhra Pradesh,62,Karimnagar,1975,4020,6315,1900
1,Andhra Pradesh,62,Karimnagar,1976,3800,4510,1520
1,Andhra Pradesh,62,Karimnagar,1977,3480,3570,1340
1,Andhra Pradesh,62,Karimnagar,1978,3395,3699,1340
1,Andhra Pradesh,62,Karimnagar,1979,3150,4070,1340
1,Andhra Pradesh,62,Karimnagar,1980,4350,5415,1830
1,Andhra Pradesh,62,Karimnagar,1981,5110,5860,2170
1,Andhra Pradesh,62,Karimnagar,1982,4890,5570,2085
1,Andhra Pradesh,62,Karimnagar,1983,4670,5310,2000
1,Andhra Pradesh,62,Karimnagar,1984,4670,5310,2000
1,Andhra Pradesh,62,Karimnagar,1985,4670,5310,2000
1,Andhra Pradesh,62,Karimnagar,1986,5110,5940,2170
1,Andhra Pradesh,62,Karimnagar,1987,5110,5940,2170
1,Andhra Pradesh,62,Karimnagar,1988,5110,5940,2170
1,Andhra Pradesh,62,Karimnagar,1989,5110,5940,2170
1,Andhra Pradesh,62,Karimnagar,1990,5110,5940,2170
1,Andhra Pradesh,62,Karimnagar,1991,6650,7750,2830
1,Andhra Pradesh,62,Karimnagar,1992,6000,-1,-1
1,Andhra Pradesh,62,Karimnagar,1993,6000,-1,-1
1,Andhra Pradesh,62,Karimnagar,1994,7220,-1,-1
1,Andhra Pradesh,63,Adilabad,1966,1511,1461,508
1,Andhra Pradesh,63,Adilabad,1967,1578,1844,655
1,Andhra Pradesh,63,Adilabad,1968,1911,1948,718
1,Andhra Pradesh,63,Adilabad,1969,2096,2795,833
1,Andhra Pradesh,63,Adilabad,1970,2053,3114,877
1,Andhra Pradesh,63,Adilabad,1971,2010,3210,890
1,Andhra Pradesh,63,Adilabad,1972,2080,3170,920
1,Andhra Pradesh,63,Adilabad,1973,2280,3270,1130
1,Andhra Pradesh,63,Adilabad,1974,4350,5630,2050
1,Andhra Pradesh,63,Adilabad,1975,4020,6315,1900
1,Andhra Pradesh,63,Adilabad,1976,3800,4510,1520
1,Andhra Pradesh,63,Adilabad,1977,3480,3570,1340
1,Andhra Pradesh,63,Adilabad,1978,3395,3699,1340
1,Andhra Pradesh,63,Adilabad,1979,3150,4070,1340
1,Andhra Pradesh,63,Adilabad,1980,4350,5415,1830
1,Andhra Pradesh,63,Adilabad,1981,5110,5860,2170
1,Andhra Pradesh,63,Adilabad,1982,4890,5570,2085
1,Andhra Pradesh,63,Adilabad,1983,4670,5310,2000
1,Andhra Pradesh,63,Adilabad,1984,4670,5310,2000
1,Andhra Pradesh,63,Adilabad,1985,4670,5310,2000
1,Andhra Pradesh,63,Adilabad,1986,5110,5940,2170
1,Andhra Pradesh,63,Adilabad,1987,5110,5940,2170
1,Andhra Pradesh,63,Adilabad,1988,5110,5940,2170
1,Andhra Pradesh,63,Adilabad,1989,5110,5940,2170
1,Andhra Pradesh,63,Adilabad,1990,5110,5940,2170
1,Andhra Pradesh,63,Adilabad,1991,6650,7750,2830
1,Andhra Pradesh,63,Adilabad,1992,6000,-1,-1
1,Andhra Pradesh,63,Adilabad,1993,6000,-1,-1
1,Andhra Pradesh,63,Adilabad,1994,7220,-1,-1
